CODIGO_UNICO,SECTOR,DEPARTAMENTO,NIVEL_GOBIERNO,CODIGO_OBRA,NOMBRE_OBRA,EMPRESA_EJECUTORA,EMPRESA_SUPERVISORA,ESTADO_OBRA
2186942,COMUNICACIONES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,52010,INSTALACION DEL SERVICIO DE READAPTACION SOCIAL EN EL NUEVO ESTABLECIMIENTO PENITENCIARIO DE ICA; DISTRITO DE SANTIAGO; PROVINCIA DE ICA; DEPARTAMENTO DE ICA.,NULL,NULL,Finalizado
2311841,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,58678,CONSTRUCCION DE LA AV. COSTA VERDE TRAMO: AV. RAFAEL ESCARDO - JR. VIRU; DISTRITO DE SAN MIGUEL - LIMA - LIMA,NULL,NULL,Finalizado
2194709,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,59304,Mejoramiento de la Carretera Viscachani; Callalli; Sibayo; Caylloma; Provincia de Caylloma; Región Arequipa SNIP 231989,NULL,NULL,En Ejecución
2263613,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,59593,ELABORACION DEL ESTUDIO DEFINITIVO PARA LA REHABILITACION DE LA CARRETERA PATIVILCA - QUEBRADA SECA - PUENTE SANTA - DV.SALAVERRY Y DV.SALAVERRY - PUERTO SALAVERRY,NULL,NULL,Sin Ejecución
2166858,AGRARIA,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,61095,CONTINUACION Y CULMINACION DEL PROYECTO DE IRRIGACION AMOJAO,NULL,NULL,En Ejecución
2281442,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,61561,MEJORAMIENTO DE LOS SERVICIOS DE SALUD DEL HOSPITAL DE APOYO MANUEL HIGA ARAKAKI; DISTRITO DE SATIPO; PROVINCIA DE SATIPO; DEPARTAMENTO DE JUNIN,NULL,NULL,Paralizada
2193999,AGRARIA,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,64289,ELABORACION EXPEDIENTE TECNICO Y CONSTRUCCION NUEVA BASE AERONAVAL DEL CALLAO,INGENIERIA PROYECTOS Y CONSTRUCCIONES IPC SUCURSAL  DEL PERU,NULL,Finalizado
2233862,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,64412,CONSTRUCCIÓN DE LA VÍA REGIONAL AREQUIPA - LA JOYA; EN LAS PROGRESIVAS KM 0+00 AL KM 24+540; DISTRITOS DE CERRO COLORADO - LA JOYA - ,NULL,NULL,Sin Ejecución
2157301,SALUD Y SANEAMIENTO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,66057,MEJORA DE LA CAPACIDAD RESOLUTIVA Y OPERATIVA DEL HOSPITAL ROMÁN EGOAVIL PANDO DEL DISTRITO DE VILLA RICA; PROVINCIA OXAPAMPA; REGION PASCO,NULL,ASESORES TECNICOS ASOCIADOS S.A.,Paralizada
2300078,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,69352,"EJECUCION DE LA OBRA: ""CREACIÓN DEL PUENTE COMUNEROS ENTRE LA AV. DANIEL ALCIDES CARRIÓN Y CA. MAX HONGLER EN LOS DISTRITOS DE HUANCAYO - HUAMANCACA CHICO; PROVINCIA DE HUANCAYO Y CHUPACA; REGIÓN JUNÍN"".",NULL,ALPHA CONSULT S.A.(*);CONSORCIO SUPERVISOR PUENTE COMUNEROS,En Ejecución
2077939,AGRARIA,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,69425,AMPLIACION DE LA PRESA ANCASCOCHA Y AFIANZAMIENTO DEL VALLE DE YAUCA (AYACUCHO Y AREQUIPA),NULL,PROYECTO VERDE ASESORES Y CONSULTORES S.A.C.,En Ejecución
2177209,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,72873,Mejoramiento de la Carretera Huánuco La Unión Huallanca; Ruta PE 3N; Tramo I km 0 000 al km 52 920; Tramo II: km 52 920 al km 102 819; y Tramo III: km 102 819 al km 150 421 ,NULL,NULL,En Ejecución
2177209,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,72873,Mejoramiento de la Carretera Huánuco La Unión Huallanca; Ruta PE 3N; Tramo I km 0 000 al km 52 920; Tramo II: km 52 920 al km 102 819; y Tramo III: km 102 819 al km 150 421 ,NULL,NULL,En Ejecución
2234473,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,76727,MEJORAMIENTO DE LOS SERVICIOS ACADEMICOS Y ADMINISTRATIVOS DE LA UNIVERSIDAD NACIONAL DE JAEN DISTRITO DE JAEN; PROVINCIA DE JAEN; DEPARTAMENTO DE CAJAMARCA,CONSORCIO G&amp;O;CONSORCIO JAEN TECNOLOGICO;CONSORCIO SELVA;CONSTRUCTORA COVESA S.R.L.(*);CONSTRUCTORA LUVASCA E.I.R.L.;CONSTRUCTORA SANTALIA S.A.C.(*);TACTICAL IT S.A.C.(*),CASTRO LOPEZ EDWIN(*);CONSORCIO COMPANY;CONSORCIO Z2B;KTL PROJECT AND CONSULTING GROUP S.A.C. - KTL GROUP S.A.C.;QUISPE INGENIEROS S.A.C.(*),Finalizado
2234473,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,76727,MEJORAMIENTO DE LOS SERVICIOS ACADEMICOS Y ADMINISTRATIVOS DE LA UNIVERSIDAD NACIONAL DE JAEN DISTRITO DE JAEN; PROVINCIA DE JAEN; DEPARTAMENTO DE CAJAMARCA,CONSORCIO G&amp;O;CONSORCIO JAEN TECNOLOGICO;CONSORCIO SELVA;CONSTRUCTORA COVESA S.R.L.(*);CONSTRUCTORA LUVASCA E.I.R.L.;CONSTRUCTORA SANTALIA S.A.C.(*);TACTICAL IT S.A.C.(*),CASTRO LOPEZ EDWIN(*);CONSORCIO COMPANY;CONSORCIO Z2B;KTL PROJECT AND CONSULTING GROUP S.A.C. - KTL GROUP S.A.C.;QUISPE INGENIEROS S.A.C.(*),Finalizado
2234473,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,76727,MEJORAMIENTO DE LOS SERVICIOS ACADEMICOS Y ADMINISTRATIVOS DE LA UNIVERSIDAD NACIONAL DE JAEN DISTRITO DE JAEN; PROVINCIA DE JAEN; DEPARTAMENTO DE CAJAMARCA,CONSORCIO G&amp;O;CONSORCIO JAEN TECNOLOGICO;CONSORCIO SELVA;CONSTRUCTORA COVESA S.R.L.(*);CONSTRUCTORA LUVASCA E.I.R.L.;CONSTRUCTORA SANTALIA S.A.C.(*);TACTICAL IT S.A.C.(*),CASTRO LOPEZ EDWIN(*);CONSORCIO COMPANY;CONSORCIO Z2B;KTL PROJECT AND CONSULTING GROUP S.A.C. - KTL GROUP S.A.C.;QUISPE INGENIEROS S.A.C.(*),Finalizado
2234473,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,76727,MEJORAMIENTO DE LOS SERVICIOS ACADEMICOS Y ADMINISTRATIVOS DE LA UNIVERSIDAD NACIONAL DE JAEN DISTRITO DE JAEN; PROVINCIA DE JAEN; DEPARTAMENTO DE CAJAMARCA,CONSORCIO G&amp;O;CONSORCIO JAEN TECNOLOGICO;CONSORCIO SELVA;CONSTRUCTORA COVESA S.R.L.(*);CONSTRUCTORA LUVASCA E.I.R.L.;CONSTRUCTORA SANTALIA S.A.C.(*);TACTICAL IT S.A.C.(*),CASTRO LOPEZ EDWIN(*);CONSORCIO COMPANY;CONSORCIO Z2B;KTL PROJECT AND CONSULTING GROUP S.A.C. - KTL GROUP S.A.C.;QUISPE INGENIEROS S.A.C.(*),Finalizado
2234473,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,76727,MEJORAMIENTO DE LOS SERVICIOS ACADEMICOS Y ADMINISTRATIVOS DE LA UNIVERSIDAD NACIONAL DE JAEN DISTRITO DE JAEN; PROVINCIA DE JAEN; DEPARTAMENTO DE CAJAMARCA,CONSORCIO G&amp;O;CONSORCIO JAEN TECNOLOGICO;CONSORCIO SELVA;CONSTRUCTORA COVESA S.R.L.(*);CONSTRUCTORA LUVASCA E.I.R.L.;CONSTRUCTORA SANTALIA S.A.C.(*);TACTICAL IT S.A.C.(*),CASTRO LOPEZ EDWIN(*);CONSORCIO COMPANY;CONSORCIO Z2B;KTL PROJECT AND CONSULTING GROUP S.A.C. - KTL GROUP S.A.C.;QUISPE INGENIEROS S.A.C.(*),Finalizado
2234473,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,76727,MEJORAMIENTO DE LOS SERVICIOS ACADEMICOS Y ADMINISTRATIVOS DE LA UNIVERSIDAD NACIONAL DE JAEN DISTRITO DE JAEN; PROVINCIA DE JAEN; DEPARTAMENTO DE CAJAMARCA,CONSORCIO G&amp;O;CONSORCIO JAEN TECNOLOGICO;CONSORCIO SELVA;CONSTRUCTORA COVESA S.R.L.(*);CONSTRUCTORA LUVASCA E.I.R.L.;CONSTRUCTORA SANTALIA S.A.C.(*);TACTICAL IT S.A.C.(*),CASTRO LOPEZ EDWIN(*);CONSORCIO COMPANY;CONSORCIO Z2B;KTL PROJECT AND CONSULTING GROUP S.A.C. - KTL GROUP S.A.C.;QUISPE INGENIEROS S.A.C.(*),Finalizado
2234473,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,76727,MEJORAMIENTO DE LOS SERVICIOS ACADEMICOS Y ADMINISTRATIVOS DE LA UNIVERSIDAD NACIONAL DE JAEN DISTRITO DE JAEN; PROVINCIA DE JAEN; DEPARTAMENTO DE CAJAMARCA,CONSORCIO G&amp;O;CONSORCIO JAEN TECNOLOGICO;CONSORCIO SELVA;CONSTRUCTORA COVESA S.R.L.(*);CONSTRUCTORA LUVASCA E.I.R.L.;CONSTRUCTORA SANTALIA S.A.C.(*);TACTICAL IT S.A.C.(*),CASTRO LOPEZ EDWIN(*);CONSORCIO COMPANY;CONSORCIO Z2B;KTL PROJECT AND CONSULTING GROUP S.A.C. - KTL GROUP S.A.C.;QUISPE INGENIEROS S.A.C.(*),Finalizado
2234473,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,76727,MEJORAMIENTO DE LOS SERVICIOS ACADEMICOS Y ADMINISTRATIVOS DE LA UNIVERSIDAD NACIONAL DE JAEN DISTRITO DE JAEN; PROVINCIA DE JAEN; DEPARTAMENTO DE CAJAMARCA,CONSORCIO G&amp;O;CONSORCIO JAEN TECNOLOGICO;CONSORCIO SELVA;CONSTRUCTORA COVESA S.R.L.(*);CONSTRUCTORA LUVASCA E.I.R.L.;CONSTRUCTORA SANTALIA S.A.C.(*);TACTICAL IT S.A.C.(*),CASTRO LOPEZ EDWIN(*);CONSORCIO COMPANY;CONSORCIO Z2B;KTL PROJECT AND CONSULTING GROUP S.A.C. - KTL GROUP S.A.C.;QUISPE INGENIEROS S.A.C.(*),Finalizado
2234473,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,76727,MEJORAMIENTO DE LOS SERVICIOS ACADEMICOS Y ADMINISTRATIVOS DE LA UNIVERSIDAD NACIONAL DE JAEN DISTRITO DE JAEN; PROVINCIA DE JAEN; DEPARTAMENTO DE CAJAMARCA,CONSORCIO G&amp;O;CONSORCIO JAEN TECNOLOGICO;CONSORCIO SELVA;CONSTRUCTORA COVESA S.R.L.(*);CONSTRUCTORA LUVASCA E.I.R.L.;CONSTRUCTORA SANTALIA S.A.C.(*);TACTICAL IT S.A.C.(*),CASTRO LOPEZ EDWIN(*);CONSORCIO COMPANY;CONSORCIO Z2B;KTL PROJECT AND CONSULTING GROUP S.A.C. - KTL GROUP S.A.C.;QUISPE INGENIEROS S.A.C.(*),Finalizado
2031000,AGRARIA,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,77795,AFIANZAMIENTO DEL RESERVORIO POECHOS - SISTEMA HIDRAULICO CHIRA - PIURA,PRONTE INGENIEROS SOCIEDAD ANONIMA CERRADA - PRONTE S.A.C.,CONSORCIO SUPERVISOR POECHOS;H &amp; H CONSULTORIA EN INGENIERIA Y CONSTRUCCION S.A.C.(*),Finalizado
2031000,AGRARIA,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,77795,AFIANZAMIENTO DEL RESERVORIO POECHOS - SISTEMA HIDRAULICO CHIRA - PIURA,PRONTE INGENIEROS SOCIEDAD ANONIMA CERRADA - PRONTE S.A.C.,CONSORCIO SUPERVISOR POECHOS;H &amp; H CONSULTORIA EN INGENIERIA Y CONSTRUCCION S.A.C.(*),Finalizado
2031000,AGRARIA,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,77795,AFIANZAMIENTO DEL RESERVORIO POECHOS - SISTEMA HIDRAULICO CHIRA - PIURA,PRONTE INGENIEROS SOCIEDAD ANONIMA CERRADA - PRONTE S.A.C.,CONSORCIO SUPERVISOR POECHOS;H &amp; H CONSULTORIA EN INGENIERIA Y CONSTRUCCION S.A.C.(*),Finalizado
2322531,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,79268,MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS DE SALUD DEL ESTABLECIMIENTO DE SALUD MARITZA CAMPOS DIAZ EN EL DISTRITO DE CERRO COLORADO ; PROVINCIA DE AREQUIPA - AREQUIPA,NULL,CONSORCIO SUPERVISOR MARITZA CAMPOS DIAZ;OFICINA DE INGENIERIA Y SERVICIOS TECNICOS S.A.(*),Finalizado
2331873,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,79281,MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD DEL EJE DE INTEGRACIÓN  VIAL NORTE ENTRE LA INTERSECCIÓN DE LA AV. LAS TORRES - VIA PE -34A HASTA LA INTERSECCIÓN CON LA AV. ITALIA - AV. AVIACIÓN; DISTRITOS DE YURA Y CERRO COLORADO; PROVINCIA DE AREQUIPA; REGIÓN AREQUIPA - TRAMO I,CONSORCIO JERGO CONTRATISTAS Y CONSULTORES SAC(*);CONSORCIO PUENTES AREQUIPA,CONSORCIO SUPERVISOR PUENTE AÑASHUAYCO;DIALL S.A.C;TICONA VARGAS TOMAS(*),Finalizado
2331873,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,79281,MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD DEL EJE DE INTEGRACIÓN  VIAL NORTE ENTRE LA INTERSECCIÓN DE LA AV. LAS TORRES - VIA PE -34A HASTA LA INTERSECCIÓN CON LA AV. ITALIA - AV. AVIACIÓN; DISTRITOS DE YURA Y CERRO COLORADO; PROVINCIA DE AREQUIPA; REGIÓN AREQUIPA - TRAMO I,CONSORCIO JERGO CONTRATISTAS Y CONSULTORES SAC(*);CONSORCIO PUENTES AREQUIPA,CONSORCIO SUPERVISOR PUENTE AÑASHUAYCO;DIALL S.A.C;TICONA VARGAS TOMAS(*),Finalizado
2331873,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,79281,MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD DEL EJE DE INTEGRACIÓN  VIAL NORTE ENTRE LA INTERSECCIÓN DE LA AV. LAS TORRES - VIA PE -34A HASTA LA INTERSECCIÓN CON LA AV. ITALIA - AV. AVIACIÓN; DISTRITOS DE YURA Y CERRO COLORADO; PROVINCIA DE AREQUIPA; REGIÓN AREQUIPA - TRAMO I,CONSORCIO JERGO CONTRATISTAS Y CONSULTORES SAC(*);CONSORCIO PUENTES AREQUIPA,CONSORCIO SUPERVISOR PUENTE AÑASHUAYCO;DIALL S.A.C;TICONA VARGAS TOMAS(*),Finalizado
2331873,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,79281,MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD DEL EJE DE INTEGRACIÓN  VIAL NORTE ENTRE LA INTERSECCIÓN DE LA AV. LAS TORRES - VIA PE -34A HASTA LA INTERSECCIÓN CON LA AV. ITALIA - AV. AVIACIÓN; DISTRITOS DE YURA Y CERRO COLORADO; PROVINCIA DE AREQUIPA; REGIÓN AREQUIPA - TRAMO I,CONSORCIO JERGO CONTRATISTAS Y CONSULTORES SAC(*);CONSORCIO PUENTES AREQUIPA,CONSORCIO SUPERVISOR PUENTE AÑASHUAYCO;DIALL S.A.C;TICONA VARGAS TOMAS(*),Finalizado
2318535,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,79744,REHABILITACIÓN Y MEJORAMIENTO DE LA CARRETERA RUTA PE-08; EMP. PE-1N (CIUDAD DE DIOS)-EMP. PE-3N (CAJAMARCA); TRAMO: CIUDAD DE DIOS - CHILETE,NULL,NULL,Sin Ejecución
2233958,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,79749,CONSTRUCCIÓN Y MEJORAMIENTO DE LA CARRETERA CHIMBOTE - TOCACHE; SECTOR YUNGAYPAMPA TRES CRUCES-SIHUAS-HUACRACHUCO-UCHIZA-EMP. RUTA 5N-TOCACHE; TRAMO: PUENTE EL CHORRO-TRES CRUCES-SIHUAS-HUACRACHUCO-UCHIZA-EMP. RUTA 5N; SUB TRAMO CP AJENJO-UCHIZA EMP. RUTA 05,NULL,NULL,Sin Ejecución
2234988,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,81363,REHABILITACIÓN Y MEJORAMIENTO DE LA CARRETERA PALLASCA-MOLLEPATA-MOLLEBAMBA-SANTIAGO DE CHUCO EMP. RUTA 10; TRAMO MOLLEPATA - PALLASCA,NULL,ACRUTA &amp; TAPIA INGENIEROS S.A.C.,Finalizado
2234988,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,81363,REHABILITACIÓN Y MEJORAMIENTO DE LA CARRETERA PALLASCA-MOLLEPATA-MOLLEBAMBA-SANTIAGO DE CHUCO EMP. RUTA 10; TRAMO MOLLEPATA - PALLASCA,NULL,ACRUTA &amp; TAPIA INGENIEROS S.A.C.,Finalizado
2002210,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,826,Rehabilitación y Mejoramiento de la Carretera Chamaya ¿ Jaen ¿ San Ignacio ¿ Río Canchis; Tramo Pericos ¿ San Ignacio (Inc. Vía de Evitamiento),NULL,NULL,En Ejecución
2002210,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,826,Rehabilitación y Mejoramiento de la Carretera Chamaya ¿ Jaen ¿ San Ignacio ¿ Río Canchis; Tramo Pericos ¿ San Ignacio (Inc. Vía de Evitamiento),NULL,NULL,En Ejecución
2234355,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,82706,MEJORAMIENTO DE LA CARRETERA OYON-AMBO ; TRAMO II,NULL,NULL,En Ejecución
2234355,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,82706,MEJORAMIENTO DE LA CARRETERA OYON-AMBO ; TRAMO II,NULL,NULL,En Ejecución
2403504,SALUD Y SANEAMIENTO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,83650,SECTORIZACIÓN DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LA PARTE LATA DE CHORRILLOS: MATRIZ PRÓCERES - CHORRILLOS ,NULL,NULL,En Ejecución
2194709,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,84300,MEJORAMIENTO DE LA CARRETERA VISCACHANI - CALLALI - SIBAYO - CAYLLOMA; PROVINCIA CAYLLOMA; REGIÓN AREQUIPA - SEGUNDA ETAPA TRAMO 01 KM. 0000 - KM. 0360) TRAMO 02 KM. 74.500 - KM. 98.500 ,NULL,NULL,Sin Ejecución
2329618,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,84896,MEJORAMIENTO DE LA CARRETERA DEPARTAMENTAL JU-103 TRAMO: EMP. PE-22 A PALCA - TAPO - ANTACUCHO - RICRAN - ABRA CAYAN - YAULI - PACAN - EMP. PE-3S A JAUJA - REGION JUNIN,NULL,CONSORCIO VIAL JUNIN II;CONSULTORES DEL ORIENTE SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA(*),Finalizado
2236530,TRANSPORTE,AREQUIPA,GOBIERNO LOCAL,85055,CONSTRUCCION DE LA CARRETERA ALLO - AYO - ANDAMAYO - (PROGRESIVA KM. 0000 KM 46 229) DISTIRTO DE APLAO YAYO; PROVINCIA CASTILLA; REGION AREQUIPA,CHINA TIESIJU CIVIL ENGINEERING GROUP CO. LTD. SUCURSAL DEL PERU,ACRUTA &amp; TAPIA INGENIEROS S.A.C.,En Ejecución
2236530,TRANSPORTE,AREQUIPA,GOBIERNO LOCAL,85055,CONSTRUCCION DE LA CARRETERA ALLO - AYO - ANDAMAYO - (PROGRESIVA KM. 0000 KM 46 229) DISTIRTO DE APLAO YAYO; PROVINCIA CASTILLA; REGION AREQUIPA,CHINA TIESIJU CIVIL ENGINEERING GROUP CO. LTD. SUCURSAL DEL PERU,ACRUTA &amp; TAPIA INGENIEROS S.A.C.,En Ejecución
2318430,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,86587,REEMPLAZO DEL PUENTE SAN FRANCISCO EN LA RED VIAL NACIONAL RUTA PE-28B; LA QUINUA-TAMBO-SAN FRANCISCO,NULL,NULL,Sin Ejecución
2284956,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,86858,Contratación del Servicio de Consultoría para la Elaboración del Estudio Definitivo del Proyecto: CREACION DE LOS SERVICIOS DEL HOSPITAL ESPECIALIZADO EN LA RED ASISTENCIAL CAJAMARCA - ESSALUD; DISTRITO DE CAJAMARCA; PROVINCIA DE CAJAMARCA Y DEPARTAMENTO DE CAJAMARCA,NULL,ACRUTA &amp; TAPIA INGENIEROS S.A.C.(*);CONSORCIO HOSPITALARIO SAN JUAN,Sin Ejecución
2300016,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,86930,CREACIÓN DE LOS SERVICIOS DE SALUD DEL HOSPITAL DEL ALTIPLANO DE LA REGIÓN DE PUNO ESSALUD EN EL DISTRITO DE PUNO PROVINCIA DE PUNO DEPARTAMENTO DE PUNO,NULL,INSTITUTO DE CONSULTORIA S.A.(*),Sin Ejecución
2302972,PESCA,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,87051,CONSTRUCCION DE LA PLANTA DE FRACCIONAMIENTO DE LIQUIDOS DE GAS NATURAL (LGN) EN LA PROVINCIA DE LA CONVENCION,NULL,NULL,Sin Ejecución
2333341,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,88861,MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL Y PEATONAL DEL EJE VIAL AV. DE LOS HEROES - AV. PACHACUTEC Y CREACION DE PASOS A DESNIVEL EN LAS INTERSECCIONES CON LA AV. SAN JUAN; AV. MIGUEL IGLESIAS Y AV. 26 DE NOVIEMBRE; DISTRITOS DE SAN JUAN DE MIRAFLORES; VILLA MARIA DEL TRIUNFO Y VILLA EL SALVADOR; PROVINCIA DE LIMA - LIMA,ASPHALT TECHNOLOGIES SOCIEDAD ANONIMA CERRADA(*);CONSORCIO REACTIVA,CONSULTORA GAV SOCIEDAD ANONIMA CERRADA,Finalizado
2333341,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,88861,MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL Y PEATONAL DEL EJE VIAL AV. DE LOS HEROES - AV. PACHACUTEC Y CREACION DE PASOS A DESNIVEL EN LAS INTERSECCIONES CON LA AV. SAN JUAN; AV. MIGUEL IGLESIAS Y AV. 26 DE NOVIEMBRE; DISTRITOS DE SAN JUAN DE MIRAFLORES; VILLA MARIA DEL TRIUNFO Y VILLA EL SALVADOR; PROVINCIA DE LIMA - LIMA,ASPHALT TECHNOLOGIES SOCIEDAD ANONIMA CERRADA(*);CONSORCIO REACTIVA,CONSULTORA GAV SOCIEDAD ANONIMA CERRADA,Finalizado
2333341,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,88878,MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL Y PEATONAL DEL EJE VIAL AV. DE LOS HEROES - AV- PACHACUTEC Y CREACION DE PASOS A DESNIVEL EN LAS INTERSECCIONES CON LA AV. SAN JUAN; AV. MIGUEL IGLESIAS Y AV. 26 DE NOVIEMBRE; DISTRITOS DE SAN JUAN DE MIRAFLORES; VILLA MARIA DEL TRIUNFO Y VILLA EL SALVADOR; PROVINCIA DE LIMA . LIMA,NULL,NULL,Sin Ejecución
