COD_UNICO,IDENTIFICADOR_OBRA,CODIGO_OBRA,OBRA_RIESGO_DESC,OBRA_RIESGO,NOMBRE_OBRA
2233958,2233958-4588-771822-2161750-79749,79749,Medianamente Riesgosa,2,CONSTRUCCIÓN Y MEJORAMIENTO DE LA CARRETERA CHIMBOTE - TOCACHE; SECTOR YUNGAYPAMPA TRES CRUCES-SIHUAS-HUACRACHUCO-UCHIZA-EMP. RUTA 5N-TOCACHE; TRAMO: PUENTE EL CHORRO-TRES CRUCES-SIHUAS-HUACRACHUCO-UCHIZA-EMP. RUTA 5N; SUB TRAMO CP AJENJO-UCHIZA EMP. RUTA 05
2234355,2234355-116051-659741-2012642-82706,82706,Medianamente Riesgosa,2,MEJORAMIENTO DE LA CARRETERA OYON-AMBO ; TRAMO II
2234355,2234355-116051-689292-2046091-82706,82706,Medianamente Riesgosa,2,MEJORAMIENTO DE LA CARRETERA OYON-AMBO ; TRAMO II
2234473,2234473-249557-721246-2074192-76727,76727,Medianamente Riesgosa,2,MEJORAMIENTO DE LOS SERVICIOS ACADEMICOS Y ADMINISTRATIVOS DE LA UNIVERSIDAD NACIONAL DE JAEN DISTRITO DE JAEN; PROVINCIA DE JAEN; DEPARTAMENTO DE CAJAMARCA
2234473,2234473-249557-723735-2071348-76727,76727,Medianamente Riesgosa,2,MEJORAMIENTO DE LOS SERVICIOS ACADEMICOS Y ADMINISTRATIVOS DE LA UNIVERSIDAD NACIONAL DE JAEN DISTRITO DE JAEN; PROVINCIA DE JAEN; DEPARTAMENTO DE CAJAMARCA
2234473,2234473-249557-727380-2076646-76727,76727,Medianamente Riesgosa,2,MEJORAMIENTO DE LOS SERVICIOS ACADEMICOS Y ADMINISTRATIVOS DE LA UNIVERSIDAD NACIONAL DE JAEN DISTRITO DE JAEN; PROVINCIA DE JAEN; DEPARTAMENTO DE CAJAMARCA
2234473,2234473-249557-728571-2074170-76727,76727,Medianamente Riesgosa,2,MEJORAMIENTO DE LOS SERVICIOS ACADEMICOS Y ADMINISTRATIVOS DE LA UNIVERSIDAD NACIONAL DE JAEN DISTRITO DE JAEN; PROVINCIA DE JAEN; DEPARTAMENTO DE CAJAMARCA
2234473,2234473-249557-729905-2077976-76727,76727,Medianamente Riesgosa,2,MEJORAMIENTO DE LOS SERVICIOS ACADEMICOS Y ADMINISTRATIVOS DE LA UNIVERSIDAD NACIONAL DE JAEN DISTRITO DE JAEN; PROVINCIA DE JAEN; DEPARTAMENTO DE CAJAMARCA
2234473,2234473-249557-736367-2079728-76727,76727,Medianamente Riesgosa,2,MEJORAMIENTO DE LOS SERVICIOS ACADEMICOS Y ADMINISTRATIVOS DE LA UNIVERSIDAD NACIONAL DE JAEN DISTRITO DE JAEN; PROVINCIA DE JAEN; DEPARTAMENTO DE CAJAMARCA
2234473,2234473-249557-879973-2175865-76727,76727,Medianamente Riesgosa,2,MEJORAMIENTO DE LOS SERVICIOS ACADEMICOS Y ADMINISTRATIVOS DE LA UNIVERSIDAD NACIONAL DE JAEN DISTRITO DE JAEN; PROVINCIA DE JAEN; DEPARTAMENTO DE CAJAMARCA
2234473,2234473-249557-880497-2175879-76727,76727,Medianamente Riesgosa,2,MEJORAMIENTO DE LOS SERVICIOS ACADEMICOS Y ADMINISTRATIVOS DE LA UNIVERSIDAD NACIONAL DE JAEN DISTRITO DE JAEN; PROVINCIA DE JAEN; DEPARTAMENTO DE CAJAMARCA
2234473,2234473-249557-887229-2184981-76727,76727,Medianamente Riesgosa,2,MEJORAMIENTO DE LOS SERVICIOS ACADEMICOS Y ADMINISTRATIVOS DE LA UNIVERSIDAD NACIONAL DE JAEN DISTRITO DE JAEN; PROVINCIA DE JAEN; DEPARTAMENTO DE CAJAMARCA
2234982,2234982-108598-741570-2098048-144235,144235,Extremadamente Riesgosa,4,REHABILITACIÓN Y MEJORAMIENTO DE LA CARRETERA CHAGUAL - TAYABAMBA - PUENTE HUACRACHUCO; TRAMO: TAYABAMBA - PUENTE HUACRACHUCO
2234988,2234988-86897-551692-2106247-81363,81363,Extremadamente Riesgosa,4,REHABILITACIÓN Y MEJORAMIENTO DE LA CARRETERA PALLASCA-MOLLEPATA-MOLLEBAMBA-SANTIAGO DE CHUCO EMP. RUTA 10; TRAMO MOLLEPATA - PALLASCA
2234988,2234988-86897-662364-2029415-81363,81363,Extremadamente Riesgosa,4,REHABILITACIÓN Y MEJORAMIENTO DE LA CARRETERA PALLASCA-MOLLEPATA-MOLLEBAMBA-SANTIAGO DE CHUCO EMP. RUTA 10; TRAMO MOLLEPATA - PALLASCA
2234988,2234988-86897-716584-2058471-142784,142784,Altamente Riesgosa,3,REHABILITACIÓN Y MEJORAMIENTO DE LA CARRETERA PALLASCA-MOLLEPATA-MOLLEBAMBA-SANTIAGO DE CHUCO-EMP. RUTA 10; TRAMO: SANTIAGO DE CHUCO-CACHICADAN-MOLLEPATA
2234996,2234996-260577-671999-2023243-36858,36858,Sin Riesgo,0,CENTRO DE MANTENIMIENTO AERONATUICO DEL EJERCITO DIVISION DE MANTENIMIENTO MAYOR LA JOYA - AREQUIPA CODIGO DE SNIP 260577
2236530,2236530-249522-747170-2098229-85055,85055,Extremadamente Riesgosa,4,CONSTRUCCION DE LA CARRETERA ALLO - AYO - ANDAMAYO - (PROGRESIVA KM. 0000 KM 46 229) DISTIRTO DE APLAO YAYO; PROVINCIA CASTILLA; REGION AREQUIPA
2236530,2236530-249522-752533-2094217-85055,85055,Extremadamente Riesgosa,4,CONSTRUCCION DE LA CARRETERA ALLO - AYO - ANDAMAYO - (PROGRESIVA KM. 0000 KM 46 229) DISTIRTO DE APLAO YAYO; PROVINCIA CASTILLA; REGION AREQUIPA
2251269,2251269-299165-843857-2170867-39565,39565,Extremadamente Riesgosa,4,MEJORAMIENTO DE LA CARRETERA DEPARTAMENTAL JU - 108 TRAMO: PALIAN - VILCACOTO - ACOPALCA - ABRA HUAYTAPALLANA - PARIAHUANCA; PROVINCIA DE HUANCAYO; DEPARTAMENTO JUNIN.
2251269,2251269-299165-891795-2194787-169532,169532,Extremadamente Riesgosa,4,MEJORAMIENTO DE LA CARRETERA DEPARTAMENTAL JU - 108 TRAMO: PALIAN - VILCACOTO - ACOPALCA - ABRA HUAYTAPALLANA - PARIAHUANCA; PROVINCIA DE HUANCAYO; DEPARTAMENTO JUNIN (TRAMO PALIAN - PARIAHUANCA)
2253121,2253121-301371-724591-2082967-144325,144325,Extremadamente Riesgosa,4,"""CONSTRUCCION; MEJORAMIENTO Y REHABILITACION DE LA CARRETERA CUSCO - CHINCHERO - URUBAMBA; EN LA REGION CUSCO; TRAMO N 01 - CONSTRUCCIÓN DE LA VIA DE ACCESO AL AEROPUERTO INTERNACIONAL DE CHINCHERO"""
2259669,2259669-220883-556517-2003673-111086,111086,Bajamente Riesgosa,1,MEJORAMIENTO DE LOS SERVICIOS DE SALUD DEL HOSPITAL II TALARA EN EL DISTRITO DE PARIÑAS; PROVINCIA DE TALARA; DEPARTAMENTO DE PIURA
2259669,2259669-220883-684421-2047595-111086,111086,Bajamente Riesgosa,1,MEJORAMIENTO DE LOS SERVICIOS DE SALUD DEL HOSPITAL II TALARA EN EL DISTRITO DE PARIÑAS; PROVINCIA DE TALARA; DEPARTAMENTO DE PIURA
2262744,2262744-311131-631294-2008579-114812,114812,Medianamente Riesgosa,2,MEJORAMIENTO DE LA INFRAESTRUCTURA DE CONDUCCIÓN TRASVASE HUALLABAMBA; DISTRITO DE MOTUPE; INCAHUASI Y KAÑARIS; PROVINCIAS DE LAMBAYEQUE Y FERREÑAFE - REGIÓN LAMBAYEQUE
2263613,2263613-315331-654206-2008578-59593,59593,Bajamente Riesgosa,1,ELABORACION DEL ESTUDIO DEFINITIVO PARA LA REHABILITACION DE LA CARRETERA PATIVILCA - QUEBRADA SECA - PUENTE SANTA - DV.SALAVERRY Y DV.SALAVERRY - PUERTO SALAVERRY
2266239,2266239-22422-713490-2069085-144334,144334,Extremadamente Riesgosa,4,CREACION DE LA VÍA DE EVITAMIENTO DE TUMBES EN LOS DISTRITOS DE CORRALES Y TUMBES DE LA PROVINCIA DE TUMBES - DEPARTAMENTO DE TUMBES
2281442,2281442-324555-911561-2199221-61561,61561,Extremadamente Riesgosa,4,MEJORAMIENTO DE LOS SERVICIOS DE SALUD DEL HOSPITAL DE APOYO MANUEL HIGA ARAKAKI; DISTRITO DE SATIPO; PROVINCIA DE SATIPO; DEPARTAMENTO DE JUNIN
2282330,2282330-285705-717909-2070673-28809,28809,Bajamente Riesgosa,1,INSTALACION DE LA CENTRAL HIDROELECTRICA CHARCANI VII Y SISTEMAS DE INTERCONEXION AL SEIN 
2282760,2282760-172973-688300-2045681-47658,47658,Extremadamente Riesgosa,4,ESTUDIO DEFINITIVO PARA EL MEJORAMIENTO DE LA CARRETERA SAN MARIA  - SANTA TERESA - HIDROELECTRICA MACHU PICCHU
2282760,2282760-172973-696209-2059355-135454,135454,Extremadamente Riesgosa,4,MEJORAMIENTO DE LA CARRETERA SANTA MARIA SANTA TERESA PUENTE HIDROELECTRICA MACHU PICCHU
2284956,2284956-303267-719178-2093374-86858,86858,Medianamente Riesgosa,2,Contratación del Servicio de Consultoría para la Elaboración del Estudio Definitivo del Proyecto: CREACION DE LOS SERVICIOS DEL HOSPITAL ESPECIALIZADO EN LA RED ASISTENCIAL CAJAMARCA - ESSALUD; DISTRITO DE CAJAMARCA; PROVINCIA DE CAJAMARCA Y DEPARTAMENTO DE CAJAMARCA
2284956,2284956-303267-727717-2096706-138999,138999,Medianamente Riesgosa,2,CREACION DE LOS SERVICIOS DEL HOSPITAL ESPECIALIZADO EN LA RED ASISTENCIAL CAJAMARCA-ESSALUD; DISTRITO DE CAJAMARCA; PROVINCIA DE CAJAMARCA; DEPARTAMENTO DE CAJAMARCA
2300016,2300016-314709-718329-2077374-86930,86930,Medianamente Riesgosa,2,CREACIÓN DE LOS SERVICIOS DE SALUD DEL HOSPITAL DEL ALTIPLANO DE LA REGIÓN DE PUNO ESSALUD EN EL DISTRITO DE PUNO PROVINCIA DE PUNO DEPARTAMENTO DE PUNO
2300016,2300016-314709-739838-2085159-138996,138996,Medianamente Riesgosa,2,CREACIÓN DE LOS SERVICIOS DE SALUD DEL HOSPITAL DEL ALTIPLANO DE LA REGIÓN PUNO-ESSALUD EN EL DISTRITO DE PUNO; PROVINCIA DE PUNO Y DEPARTAMENTO DE PUNO
2300078,2300078-322746-600372-2012884-69352,69352,Extremadamente Riesgosa,4,"EJECUCION DE LA OBRA: ""CREACIÓN DEL PUENTE COMUNEROS ENTRE LA AV. DANIEL ALCIDES CARRIÓN Y CA. MAX HONGLER EN LOS DISTRITOS DE HUANCAYO - HUAMANCACA CHICO; PROVINCIA DE HUANCAYO Y CHUPACA; REGIÓN JUNÍN""."
2300355,2300355-336084-636997-2017813-127558,127558,Extremadamente Riesgosa,4,MEJORAMIENTO DE LA CARRETERA PUTINA - DV. ANANEA - CUYO CUYO - SANDIA DISTRITO DE PUTINA - PROVINCIA DE SAN ANTONIO DE PUTINA - DEPARTAMENTO DE PUNO
2300355,2300355-336084-748047-2089989-127558,127558,Extremadamente Riesgosa,4,MEJORAMIENTO DE LA CARRETERA PUTINA - DV. ANANEA - CUYO CUYO - SANDIA DISTRITO DE PUTINA - PROVINCIA DE SAN ANTONIO DE PUTINA - DEPARTAMENTO DE PUNO
2302972,2302972-342038-702107-2057949-87051,87051,Medianamente Riesgosa,2,CONSTRUCCION DE LA PLANTA DE FRACCIONAMIENTO DE LIQUIDOS DE GAS NATURAL (LGN) EN LA PROVINCIA DE LA CONVENCION
2305241,2305241-177553-686451-2070820-51734,51734,Medianamente Riesgosa,2,AMPLIACIÓN Y MEJORAMIENTO DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO DE LOS SECTORES 311; 313; 330; 310; 312; 314; 300; 307; 319; 324 Y 301 NUEVA RINCONADA - DISTRITOS DE SAN JUAN DE MIRAFLORES; VILLA MARÍA DEL TRIUNFO Y VILLA EL SALVADOR- ETAPA 1 
2305241,2305241-177553-686493-2087875-51734,51734,Medianamente Riesgosa,2,AMPLIACIÓN Y MEJORAMIENTO DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO DE LOS SECTORES 311; 313; 330; 310; 312; 314; 300; 307; 319; 324 Y 301 NUEVA RINCONADA - DISTRITOS DE SAN JUAN DE MIRAFLORES; VILLA MARÍA DEL TRIUNFO Y VILLA EL SALVADOR- ETAPA 1 
2309846,2309846-333160-879389-2187816-169496,169496,Medianamente Riesgosa,2,AMPLIACIÓN Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO EN LOS AA.HH. DE LAS LOCALIDADES DE SULLANA; BELLAVISTA; MARCAVELICA Y QUERECOTILLO DE LA PROVINCIA DE SULLANA DEPARTAMENTO DE PIURA
2311841,2311841-128903-654886-2079561-58678,58678,Medianamente Riesgosa,2,CONSTRUCCION DE LA AV. COSTA VERDE TRAMO: AV. RAFAEL ESCARDO - JR. VIRU; DISTRITO DE SAN MIGUEL - LIMA - LIMA
2318430,2318430-355479-691260-2049728-86587,86587,Medianamente Riesgosa,2,REEMPLAZO DEL PUENTE SAN FRANCISCO EN LA RED VIAL NACIONAL RUTA PE-28B; LA QUINUA-TAMBO-SAN FRANCISCO
2318535,2318535-191091-877000-2175489-79744,79744,Extremadamente Riesgosa,4,REHABILITACIÓN Y MEJORAMIENTO DE LA CARRETERA RUTA PE-08; EMP. PE-1N (CIUDAD DE DIOS)-EMP. PE-3N (CAJAMARCA); TRAMO: CIUDAD DE DIOS - CHILETE
2318537,2318537-185240-689283-2038940-41505,41505,Bajamente Riesgosa,1,ESTUDIO DE FACTIBILIDAD Y DEFINITIVO PARA LA CONSTRUCCION DE LA VIA DE EVITAMIENTO DE LA CIUDAD DE JULIACA
2318537,2318537-185240-731927-2084705-41505,41505,Medianamente Riesgosa,2,ESTUDIO DE FACTIBILIDAD Y DEFINITIVO PARA LA CONSTRUCCION DE LA VIA DE EVITAMIENTO DE LA CIUDAD DE JULIACA
2322531,2322531-359457-557990-2184303-79268,79268,Medianamente Riesgosa,2,MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS DE SALUD DEL ESTABLECIMIENTO DE SALUD MARITZA CAMPOS DIAZ EN EL DISTRITO DE CERRO COLORADO ; PROVINCIA DE AREQUIPA - AREQUIPA
2326592,2326592-363114-633184-2007815-119167,119167,Medianamente Riesgosa,2,"CONTRATACION DEL SERVICIO DE CONSULTORIA DE OBRA ELABORACION DEL EXPEDIENTE TECNICO DEL PROYECTO: ""MEJORAMIENTO DEL SERVICIO DE AGUA DEL SISTEMA DE RIEGO TULLPACANCHA; EN LOS DISTRITOS DE CHURCAMPA; LA MERCED Y SAN MIGUEL DE MAYOCC DE LA PROVINCIA DE CHURCAMPA - DEPARTAMENTO DE HUANCAVELICA"
2327694,2327694-364106-725234-2079257-146172,146172,Extremadamente Riesgosa,4,CREACIÓN DE LA VÍA DE EVITAMIENTO A LA CIUDAD DE JUANJUI
2328039,2328039-308669-726853-2070457-140616,140616,Medianamente Riesgosa,2,CONSTRUCCION E IMPLEMENTACION DEL NUEVO CENTRO DE EMPLEO DE ICA - SEGUNDA ETAPA (CONSTRUCCION)
2328039,2328039-308669-733820-2070458-140616,140616,Medianamente Riesgosa,2,CONSTRUCCION E IMPLEMENTACION DEL NUEVO CENTRO DE EMPLEO DE ICA - SEGUNDA ETAPA (CONSTRUCCION)
2328039,2328039-308669-733857-2070460-140616,140616,Sin Riesgo,0,CONSTRUCCION E IMPLEMENTACION DEL NUEVO CENTRO DE EMPLEO DE ICA - SEGUNDA ETAPA (CONSTRUCCION)
2328039,2328039-308669-852688-2152982-171562,171562,Bajamente Riesgosa,1,ACONDICIONAMIENTO DE AMBIENTES PARA LA IMPLEMENTACION DEL CENTRO DE EMPLEO DE LIMA METROPOLITANA - SEDE MTPE
2329618,2329618-365930-776041-2105638-150346,150346,Extremadamente Riesgosa,4,MEJORAMIENTO DE LA CARRETERA DEPARTAMENTAL JU-103 TRAMO: EMP. PE-22 A PALCA - TAPO - ANTACUCHO - RICRAN - ABRA CAYAN - YAULI - PACAN - EMP. PE-3S A JAUJA - REGION JUNIN - SALDO II ETAPA
2329618,2329618-365930-788990-2124348-156086,156086,Extremadamente Riesgosa,4,MEJORAMIENTO DE LA CARRETERA DEPARTAMENTAL JU-103 TRAMO: EMP. PE-22 A PALCA - TAPO - ANTACUCHO - RICRAN - ABRA CAYAN - YAULI -PACÁN - EMP. PE-3S A JAUJA - REGIÓN JUNÍN - SALDO III ETAPA
2329618,2329618-365930-803241-2125629-84896,84896,Extremadamente Riesgosa,4,MEJORAMIENTO DE LA CARRETERA DEPARTAMENTAL JU-103 TRAMO: EMP. PE-22 A PALCA - TAPO - ANTACUCHO - RICRAN - ABRA CAYAN - YAULI - PACAN - EMP. PE-3S A JAUJA - REGION JUNIN
2331034,2331034-369573-619988-2006266-122362,122362,Bajamente Riesgosa,1,MEJORAMIENTO DE LOS SERVICIOS DE SALUD DEL HOSPITAL CHOCOPE DE LA RED ASISTENCIAL LA LIBERTAD;  DISTRITO DE CHOCOPE - PROVINCIA DE ASCOPE - DEPARTAMENTO DE LA LIBERTAD
2331873,2331873-371182-565626-2176199-79281,79281,Extremadamente Riesgosa,4,MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD DEL EJE DE INTEGRACIÓN  VIAL NORTE ENTRE LA INTERSECCIÓN DE LA AV. LAS TORRES - VIA PE -34A HASTA LA INTERSECCIÓN CON LA AV. ITALIA - AV. AVIACIÓN; DISTRITOS DE YURA Y CERRO COLORADO; PROVINCIA DE AREQUIPA; REGIÓN AREQUIPA - TRAMO I
2331873,2331873-371182-619504-2008877-79281,79281,Extremadamente Riesgosa,4,MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD DEL EJE DE INTEGRACIÓN  VIAL NORTE ENTRE LA INTERSECCIÓN DE LA AV. LAS TORRES - VIA PE -34A HASTA LA INTERSECCIÓN CON LA AV. ITALIA - AV. AVIACIÓN; DISTRITOS DE YURA Y CERRO COLORADO; PROVINCIA DE AREQUIPA; REGIÓN AREQUIPA - TRAMO I
2331873,2331873-371182-619659-2008036-79281,79281,Extremadamente Riesgosa,4,MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD DEL EJE DE INTEGRACIÓN  VIAL NORTE ENTRE LA INTERSECCIÓN DE LA AV. LAS TORRES - VIA PE -34A HASTA LA INTERSECCIÓN CON LA AV. ITALIA - AV. AVIACIÓN; DISTRITOS DE YURA Y CERRO COLORADO; PROVINCIA DE AREQUIPA; REGIÓN AREQUIPA - TRAMO I
2331873,2331873-371182-638717-2026413-79281,79281,Extremadamente Riesgosa,4,MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD DEL EJE DE INTEGRACIÓN  VIAL NORTE ENTRE LA INTERSECCIÓN DE LA AV. LAS TORRES - VIA PE -34A HASTA LA INTERSECCIÓN CON LA AV. ITALIA - AV. AVIACIÓN; DISTRITOS DE YURA Y CERRO COLORADO; PROVINCIA DE AREQUIPA; REGIÓN AREQUIPA - TRAMO I
2331873,2331873-371182-638870-2023471-102021,102021,Extremadamente Riesgosa,4,MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD DEL EJE DE INTEGRACIÓN VIAL NORTE ENTRE LA INTERSECCIÓN DE LAS AV. LAS TORRES - VIA PE -34A HASTA LA INTERSECCIÓN CON LA AV. ITALIA - AV. AVIACIÓN DISTRITOS DE YURA Y CERRO COLORADO; PROVINCIA DE AREQUIPA - REGIÓN AREQUIPA - TRAMO II
2331873,2331873-371182-670830-2045952-102022,102022,Extremadamente Riesgosa,4,MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD DEL EJE DE INTEGRACIÓN VIAL NORTE ENTRE LA INTERSECCIÓN DE LA AV. LAS TORRES - VIA PE 34 -A HASTA LA INTERSECCIÓN CON LA AV. ITALIA - AV. AVIACIÓN ; DISTRITOS DE YURA Y CERRO COLORADO; PROVINCIA AREQUIPA - AREQUIPA - TRAMO III
2333341,2333341-372623-476807-2182289-88878,88878,Bajamente Riesgosa,1,MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL Y PEATONAL DEL EJE VIAL AV. DE LOS HEROES - AV- PACHACUTEC Y CREACION DE PASOS A DESNIVEL EN LAS INTERSECCIONES CON LA AV. SAN JUAN; AV. MIGUEL IGLESIAS Y AV. 26 DE NOVIEMBRE; DISTRITOS DE SAN JUAN DE MIRAFLORES; VILLA MARIA DEL TRIUNFO Y VILLA EL SALVADOR; PROVINCIA DE LIMA . LIMA
2333341,2333341-372623-756930-2119863-88861,88861,Altamente Riesgosa,3,MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL Y PEATONAL DEL EJE VIAL AV. DE LOS HEROES - AV. PACHACUTEC Y CREACION DE PASOS A DESNIVEL EN LAS INTERSECCIONES CON LA AV. SAN JUAN; AV. MIGUEL IGLESIAS Y AV. 26 DE NOVIEMBRE; DISTRITOS DE SAN JUAN DE MIRAFLORES; VILLA MARIA DEL TRIUNFO Y VILLA EL SALVADOR; PROVINCIA DE LIMA - LIMA
2333341,2333341-372623-840645-2156293-88861,88861,Altamente Riesgosa,3,MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL Y PEATONAL DEL EJE VIAL AV. DE LOS HEROES - AV. PACHACUTEC Y CREACION DE PASOS A DESNIVEL EN LAS INTERSECCIONES CON LA AV. SAN JUAN; AV. MIGUEL IGLESIAS Y AV. 26 DE NOVIEMBRE; DISTRITOS DE SAN JUAN DE MIRAFLORES; VILLA MARIA DEL TRIUNFO Y VILLA EL SALVADOR; PROVINCIA DE LIMA - LIMA
2334119,2334119-2334119-817840-2130968-164855,164855,Medianamente Riesgosa,2,"PIP: ""RECUPERACIÓN DE LA CAPACIDADES OPERATIVAS DE LA 7MA BRIGADA DE INFANTERÍA EN LA GUARNICIÓN DE LAMBAYEQUE"""
2334119,2334119-2334119-899442-2198922-164855,164855,Sin Riesgo,0,"PIP: ""RECUPERACIÓN DE LA CAPACIDADES OPERATIVAS DE LA 7MA BRIGADA DE INFANTERÍA EN LA GUARNICIÓN DE LAMBAYEQUE"""
2335905,2335905-374962-845920-2167911-156662,156662,Medianamente Riesgosa,2,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL HOSPITAL DE APOYO LEONCIO PRADO DISTRITO DE HUAMACHUCO; PROVINCIA SANCHEZ CARRION - LA LIBERTAD
2337718,2337718-376654-641973-2022745-128472,128472,Extremadamente Riesgosa,4,ESTUDIO DEFINITIVO DEL PROYECTO: Mejoramiento de la Carretera Emp. PE-28C (Dv. Pichari)-Abra Cielo Punco-Boca Santa Ana-Kepashiato-Kumpirushiato-Kiteni-Palma Real Tramo I y Tramo II
2337745,2337745-376679-811539-2144452-151408,151408,Extremadamente Riesgosa,4,MEJORAMIENTO DE LA TRANSITABILIDAD EN LA VIA DEPARTAMENTAL; RUTA AR-109 EN LOS DISTRITOS DE MAJES; LLUTA Y HUAMBO DE LA  PROVINCIA DE CAYLLOMA - DEPARTAMENTO DE AREQUIPA
2338279,2338279-377183-724906-2077174-146140,146140,Medianamente Riesgosa,2,CREACIÓN DE LA VÍA DE EVITAMIENTO EN LA CIUDAD DE JAÉN
2340083,2340083-378895-640980-2006405-115016,115016,Extremadamente Riesgosa,4,AMPLIACIÓN Y MEJORAMIENTO DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO DE LOS SECTORES 268;269;270;271;272;274;275 Y 276- DISTRITO VENTANILLA -PROVINCIA CONSTITUCIONAL DEL CALLAO
2343984,2343984-382554-696238-2067909-141090,141090,Extremadamente Riesgosa,4,Construcción del Centro de Operaciones de Moscas de la Fruta-Baños del Inca en Cajamarca
2343984,2343984-382554-709979-2084829-141090,141090,Extremadamente Riesgosa,4,Construcción del Centro de Operaciones de Moscas de la Fruta-Baños del Inca en Cajamarca
2343984,2343984-382554-727368-2122016-146965,146965,Extremadamente Riesgosa,4,CONSTRUCCION DEL CENTRO DE OPERACIONES SAN SEBASTIAN - CUSCO
2343984,2343984-382554-775383-2139382-156608,156608,Sin Riesgo,0,Construcción del Centro de operaciones de Moscas de la Fruta Zona Industrial - Piura
2343984,2343984-382554-775384-2139238-156611,156611,Extremadamente Riesgosa,4,Ampliación y remodelación del centro de producción de moscas de la fruta Piura 
2343984,2343984-382554-796240-2127944-156611,156611,Extremadamente Riesgosa,4,Ampliación y remodelación del centro de producción de moscas de la fruta Piura 
2343984,2343984-382554-811201-2132272-156608,156608,Sin Riesgo,0,Construcción del Centro de operaciones de Moscas de la Fruta Zona Industrial - Piura
2343984,2343984-382554-828935-2150823-156615,156615,Bajamente Riesgosa,1,Construcción del Centro de operaciones de Moscas de la Fruta Calca - Cusco
2343984,2343984-382554-848717-2159087-156617,156617,Bajamente Riesgosa,1,Construcción de la Zona de tratamiento tipo III Caracoto - Puno
2343984,2343984-382554-863720-2170428-156614,156614,Sin Riesgo,0,Construcción de la Zona de tratamiento tipo III Yanatile - Cusco
2344004,2344004-382572-696364-2068147-141091,141091,Extremadamente Riesgosa,4,Construcción del Centro de Procesamiento Primario de Muestras Ica
2344004,2344004-382572-696594-2067901-141093,141093,Extremadamente Riesgosa,4,Construcción del Laboratorio de Crianza de Insectos Benéficos y Hospederos Ate
2344004,2344004-382572-697157-2067916-141094,141094,Extremadamente Riesgosa,4,Remodelación y Ampliación del Laboratorio de Microbiología La Molina
2344004,2344004-382572-709977-2084826-141093,141093,Extremadamente Riesgosa,4,Construcción del Laboratorio de Crianza de Insectos Benéficos y Hospederos Ate
2344004,2344004-382572-715859-2072330-144011,144011,Extremadamente Riesgosa,4,Construcción del Centro de Procesamiento Primario de Muestras  Lambayeque
2344004,2344004-382572-719906-2084816-141092,141092,Extremadamente Riesgosa,4,Construcción del Centro de Procesamiento Primario de Muestras Arequipa
2344004,2344004-382572-719936-2084804-141091,141091,Extremadamente Riesgosa,4,Construcción del Centro de Procesamiento Primario de Muestras Ica
2344004,2344004-382572-729473-2087592-144271,144271,Extremadamente Riesgosa,4,Ampliación del Laboratorio de Residuos Tóxicos la Molina
2344004,2344004-382572-734917-2079058-141092,141092,Extremadamente Riesgosa,4,Construcción del Centro de Procesamiento Primario de Muestras Arequipa
2344004,2344004-382572-775383-2139382-156609,156609,Sin Riesgo,0,Construcción de la Sede para Vigilancia sanitaria Tumbes
2344004,2344004-382572-775404-2139241-156613,156613,Sin Riesgo,0,Construcción de la Sede para Vigilancia sanitaria y Zona de tratamiento tipo II Juan Guerra - San Martin
2344004,2344004-382572-782853-2140234-157823,157823,Bajamente Riesgosa,1,AMPLIACIÓN DE MÓDULO DE AMBIENTES DE DIAIA -  AREQUIPA
2344004,2344004-382572-782855-2140237-157822,157822,Sin Riesgo,0,CONSTRUCCIÓN SALA DE COSECHA; MÓDULO DE VESTIDORES Y MÓDULO DE ELEVADOR Y MEJORAMIENTO DE LABORATORIO DE CONTROL BIOLÓGICO
2344004,2344004-382572-803024-2127961-156612,156612,Extremadamente Riesgosa,4,Construcción de la Sede para Vigilancia sanitaria Chachapoyas - Amazonas.
2344004,2344004-382572-809167-2135355-156613,156613,Sin Riesgo,0,Construcción de la Sede para Vigilancia sanitaria y Zona de tratamiento tipo II Juan Guerra - San Martin
2344004,2344004-382572-822852-2140396-156609,156609,Sin Riesgo,0,Construcción de la Sede para Vigilancia sanitaria Tumbes
2344004,2344004-382572-846096-2157409-157823,157823,Bajamente Riesgosa,1,AMPLIACIÓN DE MÓDULO DE AMBIENTES DE DIAIA -  AREQUIPA
