identificador_obra_key,codigo_unico_key,y_riesgo,CODIGO_UNICO,SECTOR,DEPARTAMENTO,NIVEL_GOBIERNO,CODIGO_OBRA,ESTADO_OBRA,ETAPA,DIAS_PLAZO,TOTAL_CONTROL_PREVIO,TOTAL_CONTROL_SIMULTANEO,TOTAL_CONTROL_POSTERIOR,f2a3a_n_registros,f2a3a_nunique_MIEMBROS_DE_COMITE,f2b_n_registros,f2b_CODIGO_UNICO_mean,f2b_CODIGO_UNICO_max,f2b_PROCESO_mean,f2b_PROCESO_max,f2b_CONVOCATORIA_mean,f2b_CONVOCATORIA_max,f2b_DNI_MIEMBRO_COMITE_mean,f2b_DNI_MIEMBRO_COMITE_max,f2b_nunique_NOMBRE_MIEMBRO_COMITE,f3b_n_registros,f3b_n_ruc_participantes,f3b_n_ruc_ganadores,f3b_ratio_ganadores_participantes,f3c_n_registros,f3c_n_ofertas_con_monto,f3c_monto_ofertado_min,f3c_monto_ofertado_max,f3c_monto_ofertado_mean,f3c_monto_ofertado_median,f3c_monto_ofertado_std,f3c_rango_monto_ofertado,f5a_n_registros,f5a_ANHO_sum,f5a_MES_mean,f5a_MES_max,f5a_MES_sum,f5a_Planificado_mean,f5a_Planificado_max,f5a_Planificado_sum,f5a_Real_mean,f5a_Real_max,f5a_Real_sum,f5a_nunique_ANHO,f5a_nunique_MES
2002060-2434-702592-2064311-19777,2002060,1,2002060,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,19777,Finalizado,ESTUDIO DEFINITIVO,0,0,0,0,1.0,1.0,6.0,2002060.0,2002060.0,3.0,3.0,702592.0,702592.0,26442283.0,43584310.0,6.0,6.0,6.0,1.0,0.16666666666666666,6.0,6.0,2235852.56,2480068.29,2276555.1816666666,2235852.56,99700.65427688429,244215.72999999998,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2002210-8880-869397-2169938-826,2002210,1,2002210,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,826,En Ejecución,ETAPA NO IDENTIFICADA,0,0,0,0,1.0,1.0,6.0,2002210.0,2002210.0,60.0,60.0,869397.0,869397.0,42591012.5,71831188.0,6.0,14.0,14.0,1.0,0.07142857142857142,14.0,14.0,0.0,332000.0,307513.34928571427,331016.99,88509.1409926825,332000.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2002210-8880-870112-2169901-826,2002210,1,2002210,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,826,En Ejecución,ETAPA NO IDENTIFICADA,0,0,0,0,1.0,1.0,6.0,2002210.0,2002210.0,60.0,60.0,870112.0,870112.0,42591012.5,71831188.0,6.0,13.0,13.0,1.0,0.07692307692307693,13.0,13.0,283575.23,290000.0,284563.6561538461,283575.23,2412.718344262824,6424.770000000019,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2015918-1249-721938-2074791-45660,2015918,1,2015918,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,45660,Finalizado,ESTUDIO DEFINITIVO,0,0,0,0,,,6.0,2015918.0,2015918.0,24.0,24.0,721938.0,721938.0,19413386.333333332,43584310.0,6.0,,,,,,,,,,,,,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2026767-16256-709096-2067605-143536,2026767,1,2026767,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,143536,Sin Ejecución,EXPEDIENTE TÉCNICO,0,0,0,0,2.0,1.0,6.0,2026767.0,2026767.0,14.0,14.0,709096.0,709096.0,28424758.666666668,46550019.0,6.0,20.0,10.0,2.0,0.2,20.0,20.0,2477357.77,2477357.77,2477357.77,2477357.77,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2027711-3876-682536-2050524-138320,2027711,1,2027711,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,138320,En Ejecución,SUPERVISIÓN,0,0,0,0,1.0,1.0,6.0,2027711.0,2027711.0,39.0,39.0,682536.0,682536.0,26554864.0,47503980.0,6.0,23.0,23.0,1.0,0.043478260869565216,23.0,23.0,3043955.25,3382172.49,3073365.4447826087,3043955.25,97441.76187296379,338217.2400000002,7,14161.0,4.0,7.0,28.0,1.0,1.0,7.0,0.5457142857142857,0.68,3.8200000000000003,1,7
2027711-3876-686773-2058157-138320,2027711,1,2027711,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,138320,En Ejecución,EJECUCIÓN,0,0,0,0,2.0,1.0,6.0,2027711.0,2027711.0,6.0,6.0,686773.0,686773.0,23014351.0,42368634.0,6.0,42.0,21.0,2.0,0.09523809523809523,42.0,42.0,24984698.11,26927952.4,25169769.954285715,24984698.12,577344.2618730315,1943254.289999999,7,14161.0,4.0,7.0,28.0,1.0,1.0,7.0,0.5457142857142857,0.68,3.8200000000000003,1,7
2029683-3527-639021-2017003-43642,2029683,1,2029683,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,43642,En Ejecución,EJECUCIÓN,0,0,1,0,2.0,1.0,6.0,2029683.0,2029683.0,1.0,1.0,639021.0,639021.0,36458716.833333336,76591998.0,6.0,6.0,3.0,2.0,0.6666666666666666,6.0,6.0,2934484.31,3195327.35,3108379.67,3195327.35,134698.76665254871,260843.04000000004,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2029683-3527-659859-2026271-43642,2029683,1,2029683,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,43642,En Ejecución,SUPERVISIÓN,0,0,1,0,1.0,0.0,,,,,,,,,,,3.0,3.0,1.0,0.3333333333333333,3.0,3.0,117379.37,117379.37,117379.37,117379.37,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2031000-14583-668776-2030828-124333,2031000,1,2031000,AGRARIA,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,124333,Sin Ejecución,EXPEDIENTE TÉCNICO,0,0,0,0,1.0,1.0,6.0,2031000.0,2031000.0,4.0,4.0,668776.0,668776.0,36849624.833333336,70376300.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1784534.57,1784534.57,1784534.57,1784534.57,,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2031000-14583-681388-2038499-124333,2031000,1,2031000,AGRARIA,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,124333,Sin Ejecución,SUPERVISIÓN,0,0,0,0,1.0,1.0,6.0,2031000.0,2031000.0,7.0,7.0,681388.0,681388.0,31664374.166666668,70376300.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,282377.52,282377.52,282377.52,282377.52,,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2031000-14583-739392-2098568-77795,2031000,1,2031000,AGRARIA,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,77795,Finalizado,ETAPA NO IDENTIFICADA,0,0,1,0,2.0,1.0,6.0,2031000.0,2031000.0,2.0,2.0,739392.0,739392.0,16031253.166666666,44358192.0,6.0,12.0,6.0,2.0,0.3333333333333333,12.0,12.0,620484.12,675635.43,638867.89,620484.12,27154.627909453568,55151.310000000056,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2031000-14583-828169-2142140-77795,2031000,1,2031000,AGRARIA,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,77795,Finalizado,EJECUCIÓN,0,0,1,0,1.0,1.0,6.0,2031000.0,2031000.0,2.0,2.0,828169.0,828169.0,36560182.333333336,74133395.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,24448481.93,24448481.93,24448481.93,24448481.93,,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2031000-14583-834037-2149486-77795,2031000,1,2031000,AGRARIA,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,77795,Finalizado,SUPERVISIÓN,21,0,1,0,2.0,1.0,6.0,2031000.0,2031000.0,5.0,5.0,834037.0,834037.0,36560182.333333336,74133395.0,6.0,10.0,5.0,2.0,0.4,10.0,10.0,998484.22,1109426.91,1055019.7459999998,1084351.69,49605.99599142228,110942.68999999994,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2055893-48520-491374-2130802-12346,2055893,1,2055893,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,12346,Finalizado,SUPERVISIÓN,0,0,1,0,1.0,0.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2328582.5,2328582.5,2328582.5,2328582.5,,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2055893-48520-680485-2044147-118093,2055893,1,2055893,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,118093,Finalizado,SUPERVISIÓN,0,0,1,0,2.0,1.0,13.0,2055893.0,2055893.0,37.0,37.0,680485.0,680485.0,33664495.07692308,75419849.0,13.0,8.0,4.0,2.0,0.5,8.0,8.0,519312.78,577014.2,533738.135,519312.78,26710.567210708912,57701.419999999925,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2055893-48520-764309-2091884-118093,2055893,1,2055893,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,118093,Finalizado,EJECUCIÓN,0,0,1,0,2.0,0.0,,,,,,,,,,,4.0,2.0,2.0,1.0,4.0,4.0,116308466.0,116308466.0,116308466.0,116308466.0,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2055915-51611-480274-2128869-1985,2055915,1,2055915,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,1985,En Ejecución,SUPERVISIÓN,0,0,1,0,3.0,1.0,6.0,2055915.0,2055915.0,43.0,43.0,480274.0,480274.0,21650259.666666668,42456433.0,6.0,12.0,4.0,3.0,0.75,12.0,12.0,210106.3,210106.3,210106.29999999996,210106.3,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2058698-10447-724030-2079272-146037,2058698,1,2058698,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,146037,Sin Ejecución,ESTUDIO DEFINITIVO,0,0,0,0,1.0,1.0,6.0,2058698.0,2058698.0,28.0,28.0,724030.0,724030.0,20247933.0,47503980.0,6.0,10.0,10.0,1.0,0.1,10.0,10.0,4586245.83,4586245.83,4586245.83,4586245.83,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2058733-3272-671673-2032849-127408,2058733,1,2058733,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,127408,Sin Ejecución,ESTUDIO DEFINITIVO,0,0,0,0,1.0,1.0,6.0,2058733.0,2058733.0,16.0,16.0,671673.0,671673.0,41611189.166666664,72541160.0,6.0,16.0,16.0,1.0,0.0625,16.0,16.0,1162070.85,1162070.85,1162070.85,1162070.85,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2066003-61210-621692-2000183-111277,2066003,1,2066003,INDUSTRIA; COMERCIO Y SERVICIOS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,111277,Finalizado,SUPERVISIÓN,217,0,1,0,1.0,1.0,7.0,2066003.0,2066003.0,1.0,1.0,621692.0,621692.0,47277926.0,73653436.0,7.0,7.0,7.0,1.0,0.14285714285714285,7.0,7.0,542831.85,542831.85,542831.85,542831.85,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2066003-61210-624590-2127532-111275,2066003,1,2066003,INDUSTRIA; COMERCIO Y SERVICIOS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,111275,Finalizado,SUPERVISIÓN,0,0,0,0,3.0,1.0,8.0,2066003.0,2066003.0,4.0,4.0,624590.0,624590.0,36552378.625,72307799.0,8.0,60.0,20.0,3.0,0.15,60.0,60.0,562562.13,562562.37,562562.154,562562.13,0.07260760572566093,0.23999999999068677,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2077939-43531-811740-2121350-69425,2077939,1,2077939,AGRARIA,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,69425,En Ejecución,SUPERVISIÓN,18,0,1,0,1.0,0.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,363440.0,363440.0,363440.0,363440.0,,0.0,4,8092.0,6.5,8.0,26.0,0.25,0.27,1.0,0.24,0.24,0.96,1,4
2078482-65891-770982-2103149-33681,2078482,1,2078482,SALUD Y SANEAMIENTO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,33681,En Ejecución,SUPERVISIÓN,0,0,0,0,2.0,1.0,6.0,2078482.0,2078482.0,7.0,7.0,770982.0,770982.0,29614920.166666668,44243998.0,6.0,4.0,2.0,2.0,1.0,4.0,4.0,533634.47,533634.47,533634.47,533634.47,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2080694-77545-661992-2038656-134497,2080694,1,2080694,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,134497,Finalizado,EJECUCIÓN,0,0,1,0,2.0,1.0,6.0,2080694.0,2080694.0,7.0,7.0,661992.0,661992.0,38639218.166666664,46184936.0,6.0,8.0,4.0,2.0,0.5,8.0,8.0,11188361.66,12264930.67,11726646.165,11726646.165,575450.3412340581,1076569.0099999998,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2080694-77545-673882-2038678-134497,2080694,1,2080694,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,134497,Finalizado,SUPERVISIÓN,0,0,1,0,4.0,1.0,6.0,2080694.0,2080694.0,32.0,32.0,673882.0,673882.0,38601450.5,46184936.0,6.0,16.0,4.0,4.0,1.0,16.0,16.0,333349.2,333349.2,333349.2,333349.2,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2084815-74176-865826-2173901-174311,2084815,1,2084815,SALUD Y SANEAMIENTO,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,174311,Sin Ejecución,EJECUCIÓN,0,0,0,0,2.0,1.0,12.0,2084815.0,2084815.0,14.0,14.0,865826.0,865826.0,33014561.833333332,70154696.0,12.0,10.0,5.0,2.0,0.4,10.0,10.0,3007157.67,334010629.0,135475371.926,3341286.29,170871991.57139525,331003471.33,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2084815-74176-920686-2200980-174311,2084815,1,2084815,SALUD Y SANEAMIENTO,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,174311,Sin Ejecución,SUPERVISIÓN,0,0,0,0,2.0,1.0,7.0,2084815.0,2084815.0,4.0,4.0,920686.0,920686.0,44944671.14285714,72051289.0,7.0,4.0,2.0,2.0,1.0,4.0,4.0,167064.31,167064.31,167064.31,167064.31,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2090887-3880-673389-2124894-115823,2090887,1,2090887,SALUD Y SANEAMIENTO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,115823,Sin Ejecución,EXPEDIENTE TÉCNICO,3,0,0,0,3.0,1.0,6.0,2090887.0,2090887.0,5.0,5.0,673389.0,673389.0,35475249.0,70319598.0,6.0,9.0,3.0,3.0,1.0,9.0,9.0,4789568.83,4789568.83,4789568.83,4789568.83,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2110320-3373-711711-2074748-33358,2110320,1,2110320,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,33358,Finalizado,ESTUDIO DEFINITIVO,0,1,0,0,1.0,1.0,6.0,2110320.0,2110320.0,19.0,19.0,711711.0,711711.0,26038491.0,46550019.0,6.0,11.0,11.0,1.0,0.09090909090909091,11.0,11.0,1798830.1,1798830.1,1798830.1,1798830.1,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2110581-11432-699489-2067437-16513,2110581,1,2110581,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,16513,Finalizado,ESTUDIO DEFINITIVO,0,0,0,1,2.0,1.0,6.0,2110581.0,2110581.0,4.0,4.0,699489.0,699489.0,20243046.166666668,45912293.0,6.0,28.0,14.0,2.0,0.14285714285714285,28.0,28.0,4646734.35,4646734.35,4646734.35,4646734.35,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2110581-11432-724030-2079272-146038,2110581,1,2110581,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,146038,Sin Ejecución,ESTUDIO DEFINITIVO,0,0,0,0,1.0,1.0,6.0,2110581.0,2110581.0,28.0,28.0,724030.0,724030.0,20247933.0,47503980.0,6.0,10.0,10.0,1.0,0.1,10.0,10.0,4586245.83,4586245.83,4586245.83,4586245.83,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2130855-133630-573956-2018271-33900,2130855,1,2130855,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,33900,Finalizado,SUPERVISIÓN,0,0,1,0,2.0,1.0,6.0,2130855.0,2130855.0,3.0,3.0,573956.0,573956.0,42614854.5,45264686.0,6.0,14.0,7.0,2.0,0.2857142857142857,14.0,14.0,0.0,888398.1,634570.0285714286,888398.0,416487.42510358896,888398.1,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2148795-104575-661402-2029879-3165,2148795,1,2148795,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,3165,Finalizado,SUPERVISIÓN,0,0,1,0,3.0,1.0,9.0,2148795.0,2148795.0,2.0,2.0,661402.0,661402.0,28276992.555555556,80592740.0,9.0,27.0,9.0,3.0,0.3333333333333333,27.0,27.0,598989.02,598989.02,598989.02,598989.02,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2157301-95555-621192-2012416-66057,2157301,1,2157301,SALUD Y SANEAMIENTO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,66057,Paralizada,SUPERVISIÓN,0,0,1,0,1.0,1.0,6.0,2157301.0,2157301.0,1.0,1.0,621192.0,621192.0,36458716.833333336,76591998.0,6.0,4.0,4.0,1.0,0.25,4.0,4.0,3872794.83,3872794.83,3872794.83,3872794.83,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2158700-108630-682794-2037439-106748,2158700,1,2158700,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,106748,En Ejecución,ETAPA NO IDENTIFICADA,158,0,1,0,1.0,1.0,8.0,2158700.0,2158700.0,4.0,4.0,682794.0,682794.0,35693835.125,47137654.0,8.0,25.0,25.0,1.0,0.04,25.0,25.0,0.0,92980558.31,78103668.9804,92980558.31,34790139.28269767,92980558.31,7,14161.0,4.0,7.0,28.0,0.9800000000000001,1.0,6.86,0.35000000000000003,0.38,2.45,1,7
2158700-108630-695489-2042633-106748,2158700,1,2158700,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,106748,En Ejecución,ETAPA NO IDENTIFICADA,0,0,1,0,2.0,0.0,,,,,,,,,,,4.0,2.0,2.0,1.0,4.0,4.0,2570165.0,2570165.0,2570165.0,2570165.0,0.0,0.0,7,14161.0,4.0,7.0,28.0,0.9800000000000001,1.0,6.86,0.35000000000000003,0.38,2.45,1,7
2161813-216050-683419-2032335-138910,2161813,1,2161813,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,138910,Finalizado,ETAPA NO IDENTIFICADA,56,0,0,0,2.0,0.0,,,,,,,,,,,4.0,2.0,2.0,1.0,4.0,4.0,42432002.74,42432002.74,42432002.74,42432002.74,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2163489-216434-835552-2147552-139063,2163489,1,2163489,AGRARIA,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,139063,Sin Ejecución,EXPEDIENTE TÉCNICO,0,0,0,0,1.0,1.0,6.0,2163489.0,2163489.0,14.0,14.0,835552.0,835552.0,36968376.833333336,70152897.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,795500.0,795500.0,795500.0,795500.0,,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2164051-184530-709234-2059440-31212,2164051,1,2164051,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,31212,Finalizado,EXPEDIENTE TÉCNICO,0,0,1,1,2.0,0.0,,,,,,,,,,,4.0,2.0,2.0,1.0,4.0,4.0,1074744.0,1074744.0,1074744.0,1074744.0,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2164051-184530-845890-2152233-157425,2164051,1,2164051,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,157425,Paralizada,EJECUCIÓN,0,0,1,0,1.0,1.0,6.0,2164051.0,2164051.0,41.0,41.0,845890.0,845890.0,44113280.0,48279383.0,6.0,2.0,2.0,1.0,0.5,2.0,2.0,179013502.4,197899977.0,188456739.7,188456739.7,13354754.262367494,18886474.599999994,7,14161.0,4.0,7.0,28.0,0.04857142857142858,0.16,0.34,0.05142857142857143,0.09,0.36,1,7
2164051-184530-864433-2164265-157425,2164051,1,2164051,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,157425,Paralizada,SUPERVISIÓN,0,0,1,0,2.0,1.0,6.0,2164051.0,2164051.0,58.0,58.0,864433.0,864433.0,44113280.0,48279383.0,6.0,8.0,4.0,2.0,0.5,8.0,8.0,4483755.23,4483755.23,4483755.23,4483755.23,0.0,0.0,7,14161.0,4.0,7.0,28.0,0.04857142857142858,0.16,0.34,0.05142857142857143,0.09,0.36,1,7
2166858-10703-786923-2119129-61095,2166858,1,2166858,AGRARIA,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,61095,En Ejecución,EXPEDIENTE TÉCNICO,0,1,1,0,1.0,1.0,6.0,2166858.0,2166858.0,1.0,1.0,786923.0,786923.0,20773496.666666668,27847012.0,6.0,9.0,9.0,1.0,0.1111111111111111,9.0,9.0,480448.8,533832.0,501748.8888888889,480448.8,26128.366453169474,53383.20000000001,8,16184.0,4.5,8.0,36.0,0.93,0.93,7.44,0.88375,0.89,7.07,1,8
2173121-103730-648018-2001228-130338,2173121,1,2173121,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,130338,Sin Ejecución,EXPEDIENTE TÉCNICO,0,0,0,0,1.0,0.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,77980.0,77980.0,77980.0,77980.0,,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2173969-216587-646747-2037229-130180,2173969,1,2173969,TRANSPORTE,ANCASH,GOBIERNO LOCAL,130180,Sin Ejecución,EXPEDIENTE TÉCNICO,0,0,0,0,2.0,1.0,6.0,2173969.0,2173969.0,1.0,1.0,646747.0,646747.0,34744812.666666664,44824541.0,6.0,10.0,5.0,2.0,0.4,10.0,10.0,810450.01,900500.01,864480.01,900500.01,46501.620043463714,90050.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2173969-216587-671381-2037263-130180,2173969,1,2173969,TRANSPORTE,ANCASH,GOBIERNO LOCAL,130180,Sin Ejecución,SUPERVISIÓN,0,0,0,0,2.0,1.0,6.0,2173969.0,2173969.0,16.0,16.0,671381.0,671381.0,30900923.333333332,44824541.0,6.0,4.0,2.0,2.0,1.0,4.0,4.0,190074.4,190074.4,190074.4,190074.4,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2177209-9615-654568-2006761-72873,2177209,1,2177209,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,72873,En Ejecución,ETAPA NO IDENTIFICADA,0,0,0,0,2.0,0.0,,,,,,,,,,,4.0,2.0,2.0,1.0,4.0,4.0,1020789.45,1020789.45,1020789.45,1020789.45,0.0,0.0,7,14161.0,4.0,7.0,28.0,0.7414285714285714,1.0,5.19,0.54,0.56,3.7800000000000002,1,7
2177209-9615-656141-2008059-72873,2177209,1,2177209,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,72873,En Ejecución,ETAPA NO IDENTIFICADA,0,0,0,0,2.0,0.0,,,,,,,,,,,4.0,2.0,2.0,1.0,4.0,4.0,809867.39,809867.39,809867.39,809867.39,0.0,0.0,7,14161.0,4.0,7.0,28.0,0.7414285714285714,1.0,5.19,0.54,0.56,3.7800000000000002,1,7
2178454-249565-665294-2038104-21740,2178454,1,2178454,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,21740,Finalizado,EXPEDIENTE TÉCNICO,0,0,1,1,1.0,1.0,6.0,2178454.0,2178454.0,61.0,61.0,665294.0,665294.0,42333720.0,80094878.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,161100.0,161100.0,161100.0,161100.0,,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2183907-268462-765220-2111244-152191,2183907,1,2183907,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,152191,En Ejecución,SUPERVISIÓN,0,0,1,0,2.0,1.0,6.0,2183907.0,2183907.0,1.0,1.0,765220.0,765220.0,21234868.166666668,41474107.0,6.0,10.0,5.0,2.0,0.4,10.0,10.0,4838725.87,5709696.52,5354964.152,5693836.25,444349.1065260771,870970.6499999994,3,6069.0,3.0,4.0,9.0,0.4566666666666667,0.55,1.37,0.09333333333333334,0.1,0.28,1,3
2183907-268462-774107-2106156-152191,2183907,1,2183907,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,152191,En Ejecución,EJECUCIÓN,0,0,1,0,1.0,1.0,6.0,2183907.0,2183907.0,2.0,2.0,774107.0,774107.0,22045087.0,41474107.0,6.0,3.0,3.0,1.0,0.3333333333333333,3.0,3.0,92470000.0,102017786.3,98835190.86666667,102017786.3,5512416.990470019,9547786.299999997,3,6069.0,3.0,4.0,9.0,0.4566666666666667,0.55,1.37,0.09333333333333334,0.1,0.28,1,3
2186942-276849-656386-2014296-52010,2186942,0,2186942,COMUNICACIONES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,52010,Finalizado,EXPEDIENTE TÉCNICO,0,0,1,0,2.0,0.0,,,,,,,,,,,4.0,2.0,2.0,1.0,4.0,4.0,3121975.56,3121975.56,3121975.56,3121975.56,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2188537-274830-920010-2201544-43380,2188537,1,2188537,AGRARIA,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,43380,Finalizado,EXPEDIENTE TÉCNICO,0,0,0,0,1.0,1.0,6.0,2188537.0,2188537.0,2.0,2.0,920010.0,920010.0,38016582.833333336,47011527.0,6.0,5.0,5.0,1.0,0.2,5.0,5.0,603216.0,603216.0,603216.0,603216.0,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
