identificador_obra_key,codigo_unico_key,y_riesgo,CODIGO_UNICO,SECTOR,DEPARTAMENTO,NIVEL_GOBIERNO,CODIGO_OBRA,ESTADO_OBRA,ETAPA,DIAS_PLAZO,TOTAL_CONTROL_PREVIO,TOTAL_CONTROL_SIMULTANEO,TOTAL_CONTROL_POSTERIOR,f2a3a_n_registros,f2a3a_nunique_MIEMBROS_DE_COMITE,f2b_n_registros,f2b_CODIGO_UNICO_mean,f2b_CODIGO_UNICO_max,f2b_PROCESO_mean,f2b_PROCESO_max,f2b_CONVOCATORIA_mean,f2b_CONVOCATORIA_max,f2b_DNI_MIEMBRO_COMITE_mean,f2b_DNI_MIEMBRO_COMITE_max,f2b_nunique_NOMBRE_MIEMBRO_COMITE,f3b_n_registros,f3b_n_ruc_participantes,f3b_n_ruc_ganadores,f3b_ratio_ganadores_participantes,f3c_n_registros,f3c_n_ofertas_con_monto,f3c_monto_ofertado_min,f3c_monto_ofertado_max,f3c_monto_ofertado_mean,f3c_monto_ofertado_median,f3c_monto_ofertado_std,f3c_rango_monto_ofertado,f5a_n_registros,f5a_ANHO_sum,f5a_MES_mean,f5a_MES_max,f5a_MES_sum,f5a_Planificado_mean,f5a_Planificado_max,f5a_Planificado_sum,f5a_Real_mean,f5a_Real_max,f5a_Real_sum,f5a_nunique_ANHO,f5a_nunique_MES
2328039-308669-852688-2152982-171562,2328039,1,2328039,DEFENSA Y SEGURIDAD NACIONAL,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,171562,Finalizado,ETAPA NO IDENTIFICADA,0,0,0,0,1.0,0.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2607802.96,2607802.96,2607802.96,2607802.96,,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2329618-365930-776041-2105638-150346,2329618,1,2329618,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,150346,En Ejecución,EJECUCIÓN,0,0,0,0,2.0,1.0,6.0,2329618.0,2329618.0,6.0,6.0,776041.0,776041.0,45021744.833333336,48279383.0,6.0,4.0,2.0,2.0,1.0,4.0,4.0,115620399.7,115620399.7,115620399.7,115620399.7,0.0,0.0,8,16184.0,4.5,8.0,36.0,0.34,0.55,2.72,0.30000000000000004,0.38,2.4000000000000004,1,8
2329618-365930-788990-2124348-156086,2329618,1,2329618,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,156086,Sin Ejecución,SUPERVISIÓN,0,0,0,0,2.0,1.0,8.0,2329618.0,2329618.0,9.0,9.0,788990.0,788990.0,41643753.0,48279383.0,8.0,18.0,9.0,2.0,0.2222222222222222,18.0,18.0,3159720.0,3159720.0,3159720.0,3159720.0,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2329618-365930-803241-2125629-84896,2329618,1,2329618,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,84896,Finalizado,SUPERVISIÓN,0,0,1,1,2.0,1.0,8.0,2329618.0,2329618.0,23.0,23.0,803241.0,803241.0,41224014.375,48279383.0,8.0,12.0,6.0,2.0,0.3333333333333333,12.0,12.0,2084220.0,2292000.0,2153480.0,2084220.0,102303.79998274305,207780.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2331034-369573-619988-2006266-122362,2331034,1,2331034,SALUD,LA LIBERTAD,GOBIERNO NACIONAL,122362,En Ejecución,EXPEDIENTE TÉCNICO,0,0,0,0,1.0,1.0,6.0,2331034.0,2331034.0,1.0,1.0,619988.0,619988.0,25529571.666666668,46050310.0,6.0,6.0,6.0,1.0,0.16666666666666666,6.0,6.0,2755947.35,2755947.35,2755947.35,2755947.35,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2331873-371182-565626-2176199-79281,2331873,1,2331873,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,79281,Finalizado,SUPERVISIÓN,0,0,0,0,1.0,1.0,6.0,2331873.0,2331873.0,2.0,2.0,565626.0,565626.0,44886085.5,80221721.0,6.0,14.0,14.0,1.0,0.07142857142857142,14.0,14.0,1656857.01,1840952.23,1696298.2714285715,1656857.01,78375.2383060778,184095.21999999997,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2331873-371182-619504-2008877-79281,2331873,1,2331873,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,79281,Finalizado,ETAPA NO IDENTIFICADA,185,0,0,0,2.0,1.0,6.0,2331873.0,2331873.0,2.0,2.0,619504.0,619504.0,36111781.5,44245569.0,6.0,12.0,6.0,2.0,0.3333333333333333,12.0,12.0,26169574.36,31956508.66,28340584.48,28335272.33,2046917.4555683516,5786934.300000001,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2331873-371182-619659-2008036-79281,2331873,1,2331873,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,79281,Finalizado,EJECUCIÓN,497,0,0,0,3.0,1.0,6.0,2331873.0,2331873.0,3.0,3.0,619659.0,619659.0,28821888.666666668,43470032.0,6.0,39.0,13.0,3.0,0.23076923076923078,39.0,39.0,22764332.63,26105186.54,24049820.293846156,24646312.84,1257339.9377100763,3340853.91,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2331873-371182-638717-2026413-79281,2331873,1,2331873,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,79281,Finalizado,SUPERVISIÓN,0,0,0,0,3.0,1.0,6.0,2331873.0,2331873.0,5.0,5.0,638717.0,638717.0,37886662.833333336,44245569.0,6.0,15.0,5.0,3.0,0.6,15.0,15.0,694649.54,771832.82,756396.164,771832.82,31956.913971046473,77183.27999999991,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2331873-371182-638870-2023471-102021,2331873,1,2331873,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,102021,Finalizado,SUPERVISIÓN,0,0,1,0,3.0,1.0,6.0,2331873.0,2331873.0,6.0,6.0,638870.0,638870.0,38172339.5,45959629.0,6.0,15.0,5.0,3.0,0.6,15.0,15.0,767029.04,852254.48,818164.304,852254.48,43217.185936265916,85225.43999999994,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2331873-371182-670830-2045952-102022,2331873,1,2331873,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,102022,Finalizado,SUPERVISIÓN,0,0,0,0,1.0,1.0,7.0,2331873.0,2331873.0,15.0,15.0,670830.0,670830.0,50513026.571428575,80221721.0,7.0,15.0,15.0,1.0,0.06666666666666667,15.0,15.0,687876.51,764307.23,698067.2726666667,687876.51,26893.35454758811,76430.71999999997,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2333341-372623-476807-2182289-88878,2333341,1,2333341,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,88878,Sin Ejecución,ETAPA NO IDENTIFICADA,0,0,0,0,2.0,0.0,,,,,,,,,,,4.0,2.0,2.0,1.0,4.0,4.0,228034465.7,228034465.7,228034465.7,228034465.7,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2333341-372623-756930-2119863-88861,2333341,1,2333341,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,88861,Finalizado,EJECUCIÓN,0,0,1,0,3.0,0.0,,,,,,,,,,,9.0,3.0,3.0,1.0,9.0,9.0,17403450.59,17403450.59,17403450.59,17403450.59,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2333341-372623-840645-2156293-88861,2333341,1,2333341,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,88861,Finalizado,SUPERVISIÓN,0,0,1,0,1.0,0.0,,,,,,,,,,,2.0,2.0,1.0,0.5,2.0,2.0,656569.97,656569.98,656569.975,656569.975,0.00707106781845092,0.010000000009313226,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2334119-2334119-817840-2130968-164855,2334119,1,2334119,PLANEAMIENTO; GESTIÓN Y RESERVA DE CONTINGENCIA,LAMBAYEQUE,GOBIERNO NACIONAL,164855,Sin Ejecución,EXPEDIENTE TÉCNICO,22,0,0,0,2.0,1.0,6.0,2334119.0,2334119.0,3.0,3.0,817840.0,817840.0,39110305.0,71207928.0,6.0,12.0,6.0,2.0,0.3333333333333333,12.0,12.0,261810.0,290900.0,271506.6666666667,261810.0,14322.925890355158,29090.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2334119-2334119-899442-2198922-164855,2334119,0,2334119,PLANEAMIENTO; GESTIÓN Y RESERVA DE CONTINGENCIA,LAMBAYEQUE,GOBIERNO NACIONAL,164855,Sin Ejecución,EJECUCIÓN,0,0,0,0,1.0,1.0,6.0,2334119.0,2334119.0,1.0,1.0,899442.0,899442.0,38106222.833333336,71207928.0,6.0,26.0,26.0,1.0,0.038461538461538464,26.0,26.0,18707582.16,20786202.41,19617477.881153844,18719582.155,1010485.9542231321,2078620.25,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2335905-374962-845920-2167911-156662,2335905,1,2335905,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,156662,Sin Ejecución,SUPERVISIÓN,0,0,1,0,2.0,1.0,6.0,2335905.0,2335905.0,5.0,5.0,845920.0,845920.0,32425333.333333332,70479048.0,6.0,20.0,10.0,2.0,0.2,20.0,20.0,6635242.82,6635242.82,6635242.82,6635242.82,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2337718-376654-641973-2022745-128472,2337718,1,2337718,TRANSPORTE,CUSCO,GOBIERNO NACIONAL,128472,Sin Ejecución,ESTUDIO DEFINITIVO,0,0,1,0,1.0,1.0,6.0,2337718.0,2337718.0,18.0,18.0,641973.0,641973.0,35876648.666666664,72541160.0,6.0,9.0,9.0,1.0,0.1111111111111111,9.0,9.0,9080000.0,9085446.65,9083125.172222221,9085446.65,2757.4594464508978,5446.6500000003725,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2337745-376679-811539-2144452-151408,2337745,1,2337745,TRANSPORTE,AREQUIPA,GOBIERNO REGIONAL,151408,Sin Ejecución,EXPEDIENTE TÉCNICO,0,0,0,0,2.0,1.0,9.0,2337745.0,2337745.0,46.0,46.0,811539.0,811539.0,41980651.11111111,70425657.0,9.0,4.0,2.0,2.0,1.0,4.0,4.0,1109472.44,1109472.44,1109472.44,1109472.44,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2338279-377183-724906-2077174-146140,2338279,1,2338279,TRANSPORTE,CAJAMARCA,GOBIERNO NACIONAL,146140,Sin Ejecución,ESTUDIO DEFINITIVO,0,0,0,0,1.0,1.0,6.0,2338279.0,2338279.0,31.0,31.0,724906.0,724906.0,22956419.833333332,42368634.0,6.0,10.0,10.0,1.0,0.1,10.0,10.0,2887000.0,2887517.96,2887414.368,2887517.96,218.39111158136882,517.9599999999627,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2340083-378895-640980-2006405-115016,2340083,1,2340083,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,115016,Sin Ejecución,ETAPA NO IDENTIFICADA,0,0,1,0,2.0,1.0,6.0,2340083.0,2340083.0,17.0,17.0,640980.0,640980.0,25776485.0,45860722.0,6.0,4.0,2.0,2.0,1.0,4.0,4.0,5012819.62,5012819.62,5012819.62,5012819.62,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2343984-382554-696238-2067909-141090,2343984,1,2343984,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,141090,Finalizado,ETAPA NO IDENTIFICADA,0,0,1,0,2.0,1.0,6.0,2343984.0,2343984.0,5.0,5.0,696238.0,696238.0,35984946.166666664,72160406.0,6.0,4.0,2.0,2.0,1.0,4.0,4.0,4143521.37,4143521.37,4143521.37,4143521.37,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2343984-382554-709979-2084829-141090,2343984,1,2343984,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,141090,Finalizado,ETAPA NO IDENTIFICADA,0,0,1,0,1.0,1.0,6.0,2343984.0,2343984.0,17.0,17.0,709979.0,709979.0,40866500.166666664,72160406.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,165805.4,165805.4,165805.4,165805.4,,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2343984-382554-727368-2122016-146965,2343984,1,2343984,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,146965,Sin Ejecución,EXPEDIENTE TÉCNICO,0,0,0,0,1.0,1.0,6.0,2343984.0,2343984.0,6.0,6.0,727368.0,727368.0,36787271.833333336,72160406.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,131514.54,131514.54,131514.54,131514.54,,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2343984-382554-775383-2139382-156608,2343984,0,2343984,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,156608,En Ejecución,SUPERVISIÓN,0,0,1,0,1.0,1.0,8.0,2343984.0,2343984.0,1.0,1.0,775383.0,775383.0,41190529.625,72160406.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,644707.75,644707.75,644707.75,644707.75,,0.0,7,14161.0,4.0,7.0,28.0,0.6057142857142858,0.9,4.24,0.5357142857142857,0.75,3.75,1,7
2343984-382554-775384-2139238-156611,2343984,1,2343984,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,156611,Finalizado,SUPERVISIÓN,0,0,0,0,1.0,1.0,6.0,2343984.0,2343984.0,2.0,2.0,775384.0,775384.0,41370895.666666664,72160406.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,280792.8,280792.8,280792.8,280792.8,,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2343984-382554-796240-2127944-156611,2343984,1,2343984,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,156611,Finalizado,EJECUCIÓN,0,0,0,0,1.0,1.0,6.0,2343984.0,2343984.0,10.0,10.0,796240.0,796240.0,41065454.666666664,72160406.0,6.0,4.0,4.0,1.0,0.25,4.0,4.0,0.0,4201784.54,1050446.135,0.0,2100892.27,4201784.54,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2343984-382554-811201-2132272-156608,2343984,0,2343984,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,156608,En Ejecución,ETAPA NO IDENTIFICADA,0,0,1,0,1.0,1.0,6.0,2343984.0,2343984.0,7.0,7.0,811201.0,811201.0,26791527.166666668,41066171.0,6.0,4.0,4.0,1.0,0.25,4.0,4.0,0.0,8605387.2,2151346.8,0.0,4302693.6,8605387.2,7,14161.0,4.0,7.0,28.0,0.6057142857142858,0.9,4.24,0.5357142857142857,0.75,3.75,1,7
2343984-382554-828935-2150823-156615,2343984,1,2343984,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,156615,En Ejecución,ETAPA NO IDENTIFICADA,0,0,0,0,1.0,1.0,6.0,2343984.0,2343984.0,20.0,20.0,828935.0,828935.0,32727774.333333332,72160406.0,6.0,10.0,10.0,1.0,0.1,10.0,10.0,4424358.45,5554310.88,4834826.09,4705908.0,326918.71613209124,1129952.4299999997,5,10115.0,5.0,7.0,25.0,0.314,0.66,1.57,0.04,0.07,0.2,1,5
2343984-382554-848717-2159087-156617,2343984,1,2343984,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,156617,En Ejecución,ETAPA NO IDENTIFICADA,0,0,0,0,2.0,1.0,6.0,2343984.0,2343984.0,15.0,15.0,848717.0,848717.0,33145793.666666668,45048476.0,6.0,4.0,2.0,2.0,1.0,4.0,4.0,8146506.84,8146506.84,8146506.84,8146506.84,0.0,0.0,1,2023.0,3.0,3.0,3.0,0.05,0.05,0.05,0.02,0.02,0.02,1,1
2343984-382554-863720-2170428-156614,2343984,0,2343984,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,156614,En Ejecución,ETAPA NO IDENTIFICADA,0,0,0,0,1.0,1.0,6.0,2343984.0,2343984.0,16.0,16.0,863720.0,863720.0,33425625.333333332,45048476.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,5851636.35,5851636.35,5851636.35,5851636.35,,0.0,6,12138.0,4.5,7.0,27.0,0.155,0.38,0.9299999999999999,0.08833333333333333,0.2,0.53,1,6
2344004-382572-696364-2068147-141091,2344004,1,2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,141091,Finalizado,ETAPA NO IDENTIFICADA,0,0,1,0,1.0,1.0,6.0,2344004.0,2344004.0,4.0,4.0,696364.0,696364.0,44863849.666666664,72160406.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,295750.55,295750.55,295750.55,295750.55,,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2344004-382572-696594-2067901-141093,2344004,1,2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,141093,Finalizado,ETAPA NO IDENTIFICADA,0,0,1,0,2.0,1.0,6.0,2344004.0,2344004.0,3.0,3.0,696594.0,696594.0,43709434.5,72160406.0,6.0,8.0,4.0,2.0,0.5,8.0,8.0,0.0,2664642.19,1332321.095,1332321.095,1424311.1619032847,2664642.19,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2344004-382572-697157-2067916-141094,2344004,1,2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,141094,Finalizado,ETAPA NO IDENTIFICADA,0,0,1,0,2.0,1.0,6.0,2344004.0,2344004.0,2.0,2.0,697157.0,697157.0,43524585.833333336,72160406.0,6.0,4.0,2.0,2.0,1.0,4.0,4.0,467434.38,467434.38,467434.38,467434.38,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2344004-382572-709977-2084826-141093,2344004,1,2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,141093,Finalizado,ETAPA NO IDENTIFICADA,0,0,1,0,1.0,1.0,6.0,2344004.0,2344004.0,16.0,16.0,709977.0,709977.0,40866500.166666664,72160406.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,122522.0,122522.0,122522.0,122522.0,,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2344004-382572-715859-2072330-144011,2344004,1,2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,144011,Finalizado,ETAPA NO IDENTIFICADA,0,0,1,0,1.0,1.0,6.0,2344004.0,2344004.0,7.0,7.0,715859.0,715859.0,35291683.0,47337152.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,379009.16,379009.16,379009.16,379009.16,,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2344004-382572-719906-2084816-141092,2344004,1,2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,141092,Finalizado,ETAPA NO IDENTIFICADA,0,0,0,0,1.0,1.0,6.0,2344004.0,2344004.0,18.0,18.0,719906.0,719906.0,40866500.166666664,72160406.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,375551.85,375551.85,375551.85,375551.85,,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2344004-382572-719936-2084804-141091,2344004,1,2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,141091,Finalizado,ETAPA NO IDENTIFICADA,0,0,1,0,1.0,1.0,6.0,2344004.0,2344004.0,19.0,19.0,719936.0,719936.0,40866500.166666664,72160406.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,36174.08,36174.08,36174.08,36174.08,,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2344004-382572-729473-2087592-144271,2344004,1,2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,144271,Finalizado,ETAPA NO IDENTIFICADA,0,0,1,0,1.0,1.0,6.0,2344004.0,2344004.0,6.0,6.0,729473.0,729473.0,35291683.0,47337152.0,6.0,6.0,6.0,1.0,0.16666666666666666,6.0,6.0,1335696.08,1784220.68,1500437.95,1366163.42,220133.644699653,448524.59999999986,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2344004-382572-734917-2079058-141092,2344004,1,2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,141092,Finalizado,ETAPA NO IDENTIFICADA,0,0,0,0,1.0,1.0,6.0,2344004.0,2344004.0,1.0,1.0,734917.0,734917.0,36501702.5,72160406.0,6.0,2.0,2.0,1.0,0.5,2.0,2.0,384815.75,620256.68,502536.215,502536.215,166481.87817186728,235440.93000000005,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2344004-382572-775383-2139382-156609,2344004,0,2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,156609,En Ejecución,SUPERVISIÓN,0,0,0,0,1.0,1.0,8.0,2344004.0,2344004.0,1.0,1.0,775383.0,775383.0,41190529.625,72160406.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,644707.75,644707.75,644707.75,644707.75,,0.0,7,14161.0,4.0,7.0,28.0,0.4928571428571429,0.78,3.45,0.37285714285714283,0.52,2.61,1,7
2344004-382572-775404-2139241-156613,2344004,0,2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,156613,En Ejecución,SUPERVISIÓN,0,0,0,0,1.0,1.0,8.0,2344004.0,2344004.0,3.0,3.0,775404.0,775404.0,41190529.625,72160406.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,815113.63,815113.63,815113.63,815113.63,,0.0,8,16184.0,3.75,7.0,30.0,0.63125,0.97,5.05,0.41875,0.66,3.35,1,7
2344004-382572-782853-2140234-157823,2344004,1,2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,157823,En Ejecución,EXPEDIENTE TÉCNICO,0,0,0,0,2.0,1.0,6.0,2344004.0,2344004.0,12.0,12.0,782853.0,782853.0,45850531.333333336,72160406.0,6.0,4.0,2.0,2.0,1.0,4.0,4.0,53841.04,53841.04,53841.04,53841.04,0.0,0.0,1,2023.0,1.0,1.0,1.0,0.63,0.63,0.63,0.57,0.57,0.57,1,1
2344004-382572-782855-2140237-157822,2344004,0,2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,157822,Sin Ejecución,EXPEDIENTE TÉCNICO,0,0,0,0,2.0,1.0,8.0,2344004.0,2344004.0,11.0,11.0,782855.0,782855.0,38622573.625,72160406.0,8.0,4.0,2.0,2.0,1.0,4.0,4.0,112692.83,112692.83,112692.83,112692.83,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2344004-382572-803024-2127961-156612,2344004,1,2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,156612,En Ejecución,ETAPA NO IDENTIFICADA,0,0,1,0,2.0,1.0,10.0,2344004.0,2344004.0,11.0,11.0,803024.0,803024.0,42522047.0,72160406.0,10.0,8.0,4.0,2.0,0.5,8.0,8.0,0.0,7733043.69,3866521.845,3866521.845,4133485.7207048745,7733043.69,7,14161.0,4.0,7.0,28.0,0.6357142857142858,0.98,4.45,0.53,0.73,3.71,1,7
2344004-382572-809167-2135355-156613,2344004,0,2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,156613,En Ejecución,ETAPA NO IDENTIFICADA,0,0,0,0,1.0,1.0,10.0,2344004.0,2344004.0,12.0,12.0,809167.0,809167.0,38332491.1,72160406.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,14500000.0,14500000.0,14500000.0,14500000.0,,0.0,8,16184.0,3.75,7.0,30.0,0.63125,0.97,5.05,0.41875,0.66,3.35,1,7
2344004-382572-822852-2140396-156609,2344004,0,2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,156609,En Ejecución,ETAPA NO IDENTIFICADA,0,0,0,0,1.0,1.0,6.0,2344004.0,2344004.0,8.0,8.0,822852.0,822852.0,37031513.833333336,43745938.0,6.0,6.0,6.0,1.0,0.16666666666666666,6.0,6.0,0.0,6844858.96,2182047.783333333,0.0,3385689.0694898227,6844858.96,7,14161.0,4.0,7.0,28.0,0.4928571428571429,0.78,3.45,0.37285714285714283,0.52,2.61,1,7
2344004-382572-846096-2157409-157823,2344004,1,2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,157823,En Ejecución,ETAPA NO IDENTIFICADA,0,0,0,0,2.0,1.0,6.0,2344004.0,2344004.0,8.0,8.0,846096.0,846096.0,38605518.833333336,72160406.0,6.0,4.0,2.0,2.0,1.0,4.0,4.0,283000.0,283000.0,283000.0,283000.0,0.0,0.0,1,2023.0,1.0,1.0,1.0,0.63,0.63,0.63,0.57,0.57,0.57,1,1
2346750-2346750-843777-2158284-169751,2346750,1,2346750,SALUD,CAJAMARCA,GOBIERNO NACIONAL,169751,En Ejecución,EJECUCIÓN,0,0,0,0,2.0,1.0,6.0,2346750.0,2346750.0,7.0,7.0,843777.0,843777.0,22466039.5,42578084.0,6.0,8.0,4.0,2.0,0.5,8.0,8.0,20496050.58,20496050.58,20496050.58,20496050.58,0.0,0.0,3,6069.0,5.0,6.0,15.0,0.11333333333333333,0.21,0.33999999999999997,0.18333333333333335,0.24,0.55,1,3
